basari_sirasi,ayt_edebiyat,ayt_cografya1,toplam_net
440637.0,10.4,3.2,13.6
445846.0,12.8,2.9,15.7
500974.0,12.1,3.9,16.0
673300.0,12.7,3.4,16.099999999999998
446883.0,12.4,2.3,14.7
634926.0,9.5,3.2,12.7
447192.0,13.4,1.6,15.0
583919.0,9.8,4.6,14.4
429518.0,10.2,3.3,13.5
447916.0,9.8,2.2,12.0
454217.0,11.6,4.5,16.1
403029.0,13.7,3.1,16.8
448071.0,13.8,2.2,16.0
247008.0,15.6,4.1,19.7
399827.0,9.8,3.0,12.8
450052.0,8.5,1.9,10.4
601202.0,9.7,4.5,14.2
327069.0,14.7,3.5,18.2
450262.0,9.9,2.4,12.3
460049.0,9.7,4.7,14.4
397662.0,15.1,3.6,18.7
451604.0,12.1,2.5,14.6
425606.0,13.1,3.3,16.4
452226.0,12.3,2.3,14.6
392734.0,13.6,3.8,17.4
464000.0,13.6,3.0,16.6
452592.0,12.6,2.2,14.8
276083.0,14.2,4.0,18.2
514202.0,9.5,2.1,11.6
454086.0,12.8,2.8,15.6
415806.0,12.8,3.2,16.0
454857.0,12.6,2.6,15.2
485445.0,11.8,4.1,15.9
454258.0,13.8,3.0,16.8
455440.0,13.7,2.5,16.2
355462.0,13.3,3.7,17.0
355219.0,13.3,3.7,17.0
455546.0,11.8,2.3,14.1
422475.0,12.4,3.9,16.3
389179.0,15.2,3.2,18.4
456122.0,9.9,2.5,12.4
536921.0,12.5,4.6,17.1
424048.0,12.2,3.3,15.5
348225.0,12.6,3.4,16.0
456373.0,7.0,1.0,8.0
397962.0,16.5,4.4,20.9
396591.0,13.1,3.3,16.4
457052.0,11.9,2.3,14.2
437989.0,12.1,4.1,16.2
560073.0,10.4,3.4,13.8
458658.0,9.9,1.8,11.7
492996.0,10.7,4.0,14.7
322530.0,14.2,3.7,17.9
458687.0,13.7,2.7,16.4
488919.0,10.8,3.8,14.6
332390.0,14.7,3.4,18.1
459059.0,12.1,2.6,14.7
490000.0,12.4,4.2,16.6
434339.0,12.5,3.5,16.0
459375.0,12.2,2.6,14.8
448959.0,12.2,4.3,16.5
443994.0,12.2,3.4,15.6
460675.0,10.0,2.3,12.3
678971.0,8.5,4.0,12.5
1703132.0,5.5,2.3,7.8
460766.0,10.2,2.3,12.5
534630.0,11.0,4.3,15.3
395908.0,13.4,3.2,16.6
461710.0,12.1,2.6,14.7
491619.0,11.9,3.9,15.8
386776.0,12.0,3.3,15.3
463696.0,10.9,1.9,12.8
477689.0,11.6,4.0,15.6
367431.0,14.9,3.5,18.4
395948.0,13.6,3.3,16.9
465209.0,12.7,2.1,14.8
447966.0,12.8,4.1,16.9
451606.0,12.5,3.3,15.8
465270.0,10.5,2.1,12.6
490967.0,11.3,3.9,15.2
507395.0,11.0,3.1,14.1
466651.0,11.9,2.1,14.0
387476.0,11.8,4.4,16.200000000000003
375631.0,13.1,3.1,16.2
467464.0,12.6,2.2,14.8
428828.0,13.0,3.9,16.9
432370.0,13.9,3.2,17.1
468162.0,12.3,2.7,15.0
414572.0,13.6,3.8,17.4
406194.0,13.2,3.2,16.4
468477.0,11.7,2.6,14.3
482652.0,11.9,4.1,16.0
435447.0,13.4,3.4,16.8
470574.0,12.6,2.5,15.1
394738.0,14.1,3.9,18.0
392395.0,13.4,3.6,17.0
471133.0,10.7,2.5,13.2
550685.0,10.7,4.3,15.0
407217.0,12.5,3.5,16.0
471429.0,12.7,2.0,14.7
496551.0,10.6,4.4,15.0
469469.0,9.8,3.1,12.9
445781.0,13.2,3.4,16.599999999999998
472926.0,13.4,2.1,15.5
451258.0,12.2,4.2,16.4
402101.0,13.1,3.4,16.5
473997.0,12.2,2.4,14.6
481453.0,12.3,3.9,16.2
414535.0,11.8,3.2,15.0
475161.0,10.0,2.1,12.1
455603.0,11.3,4.7,16.0
482143.0,12.8,3.2,16.0
475185.0,13.3,2.2,15.5
385605.0,11.8,3.0,14.8
475932.0,11.4,2.5,13.9
281231.0,9.1,4.2,13.3
415574.0,13.1,3.3,16.4
476146.0,11.2,2.3,13.5
442423.0,11.4,4.3,15.7
422414.0,12.9,3.2,16.1
476196.0,10.7,1.9,12.6
439851.0,11.5,4.2,15.7
398535.0,10.1,2.3,12.4
476995.0,12.2,3.8,16.0
433569.0,10.6,3.0,13.6
477828.0,10.2,1.8,12.0
424834.0,13.3,3.8,17.1
478337.0,11.8,2.8,14.6
415979.0,13.8,4.4,18.200000000000003
378597.0,12.7,3.3,16.0
478463.0,10.5,2.4,12.9
546837.0,11.1,3.9,15.0
284737.0,12.4,2.6,15.0
478473.0,14.4,4.1,18.5
260950.0,16.8,3.4,20.2
409025.0,12.0,3.4,15.4
478495.0,11.5,2.0,13.5
483813.0,11.1,4.3,15.4
359196.0,12.7,3.9,16.599999999999998
479487.0,11.3,2.3,13.6
254793.0,10.5,3.5,14.0
475660.0,13.2,3.3,16.5
479732.0,11.7,2.2,13.9
494371.0,11.3,4.3,15.6
388622.0,12.7,3.1,15.8
479849.0,10.3,2.3,12.6
410500.0,10.8,3.4,14.2
440002.0,12.7,3.0,15.7
480773.0,12.8,2.3,15.1
464629.0,12.9,4.3,17.2
1626330.0,6.6,2.5,9.1
482325.0,14.2,1.6,15.8
393498.0,12.9,4.9,17.8
378638.0,14.1,3.2,17.3
482412.0,11.7,2.6,14.3
302640.0,15.7,3.6,19.3
438722.0,10.8,2.4,13.2
483694.0,10.4,2.6,13.0
529233.0,10.7,4.7,15.4
739840.0,8.5,2.7,11.2
484173.0,9.4,2.1,11.5
567613.0,9.0,3.8,12.8
819636.0,5.6,2.9,8.5
484840.0,9.2,2.5,11.7
398706.0,13.2,3.3,16.5
485122.0,12.1,2.1,14.2
505379.0,10.9,3.9,14.8
621729.0,11.5,3.0,14.5
485982.0,10.4,2.6,13.0
621819.0,12.4,4.1,16.5
494052.0,12.4,3.0,15.4
486428.0,13.4,2.1,15.5
257197.0,14.9,4.0,18.9
330996.0,14.3,3.6,17.900000000000002
486839.0,12.3,2.3,14.6
527400.0,11.7,4.2,15.9
1010178.0,8.1,2.9,11.0
487714.0,12.6,2.4,15.0
476388.0,13.2,4.2,17.4
455643.0,8.4,3.2,11.6
488143.0,6.1,0.9,7.0
463096.0,12.1,3.0,15.1
488188.0,10.8,2.2,13.0
520367.0,8.9,4.3,13.2
397729.0,11.5,3.3,14.8
488319.0,11.1,2.1,13.2
511800.0,10.3,3.7,14.0
413975.0,13.3,3.2,16.5
488838.0,12.5,2.5,15.0
450483.0,12.5,3.9,16.4
422166.0,10.5,2.7,13.2
489305.0,7.5,2.0,9.5
356794.0,11.5,3.4,14.9
411588.0,16.2,2.4,18.6
489529.0,11.1,1.2,12.3
426402.0,10.8,3.0,13.8
489556.0,11.6,2.3,13.9
505025.0,11.9,4.3,16.2
568085.0,11.1,3.0,14.1
489580.0,11.4,2.3,13.7
556118.0,11.2,4.1,15.3
432702.0,13.1,3.5,16.6
489993.0,12.4,1.9,14.3
483676.0,12.3,4.2,16.5
469119.0,12.6,3.2,15.8
490608.0,8.8,3.4,12.2
402027.0,12.4,4.8,17.2
446250.0,10.9,3.1,14.0
490613.0,10.4,2.2,12.6
498703.0,11.2,4.9,16.1
476622.0,10.6,2.6,13.2
492965.0,12.3,2.3,14.6
488455.0,12.4,4.3,16.7
497510.0,10.1,3.3,13.4
493398.0,12.2,2.3,14.5
459489.0,11.1,3.4,14.5
428709.0,12.9,3.4,16.3
493825.0,11.0,2.4,13.4
489541.0,12.7,4.0,16.7
393408.0,12.5,3.4,15.9
494546.0,11.5,2.4,13.9
515052.0,11.2,4.1,15.3
496478.0,12.4,3.2,15.6
495162.0,12.4,2.4,14.8
498253.0,12.1,3.8,15.9
471318.0,11.7,3.4,15.1
519317.0,12.8,2.7,15.5
496684.0,10.0,2.1,12.1
400001.0,12.9,3.6,16.5
415541.0,13.1,3.3,16.4
496763.0,12.3,2.3,14.6
395142.0,13.7,4.1,17.799999999999997
405702.0,11.3,3.3,14.6
497187.0,10.0,2.1,12.1
505855.0,10.0,4.4,14.4
451313.0,11.8,3.5,15.3
498797.0,11.0,2.5,13.5
466412.0,11.9,4.5,16.4
1498746.0,11.4,2.6,14.0
498811.0,12.9,2.2,15.1
726600.0,10.6,3.6,14.2
446376.0,11.7,3.0,14.7
499145.0,10.9,2.1,13.0
506562.0,11.2,4.3,15.5
398087.0,12.9,3.6,16.5
499396.0,10.6,2.4,13.0
511916.0,11.7,4.0,15.7
421354.0,12.7,3.2,15.9
501801.0,11.8,2.0,13.8
501771.0,11.1,4.5,15.6
461746.0,11.7,3.3,15.0
504134.0,11.7,2.3,14.0
501110.0,11.5,4.5,16.0
375666.0,12.2,3.1,15.3
504336.0,11.0,2.5,13.5
566101.0,8.7,3.8,12.5
416357.0,14.3,3.4,17.7
504695.0,14.6,2.6,17.2
239939.0,15.1,4.2,19.3
591742.0,11.4,2.8,14.2
508334.0,11.9,2.4,14.3
616081.0,9.1,3.1,12.2
446622.0,12.0,3.2,15.2
510421.0,11.0,2.1,13.1
509911.0,10.6,4.3,14.9
490202.0,12.4,3.3,15.7
511011.0,13.0,2.7,15.7
413296.0,13.9,3.9,17.8
500385.0,11.2,3.0,14.2
511525.0,9.9,2.3,12.2
519964.0,11.5,4.0,15.5
412631.0,13.4,3.0,16.4
439708.0,12.2,3.2,15.4
502624.0,11.1,3.5,14.6
511996.0,11.3,2.5,13.8
440505.0,12.9,3.0,15.9
513695.0,10.3,2.2,12.5
509232.0,12.4,4.2,16.6
499968.0,11.4,3.1,14.5
514220.0,11.2,2.3,13.5
493733.0,11.7,4.1,15.8
442679.0,12.1,3.5,15.6
514537.0,12.5,2.2,14.7
460200.0,12.6,4.0,16.6
298925.0,14.5,3.3,17.8
515271.0,13.5,2.4,15.9
214216.0,13.8,3.8,17.6
444277.0,12.5,3.3,15.8
516679.0,11.6,2.3,13.9
526358.0,11.0,4.0,15.0
441368.0,11.5,3.1,14.6
517685.0,11.3,2.1,13.4
525469.0,11.3,4.3,15.6
478498.0,12.5,3.3,15.8
519855.0,10.7,2.7,13.4
476369.0,11.8,4.5,16.3
473516.0,13.6,3.2,16.8
519908.0,11.8,2.2,14.0
517476.0,12.9,3.9,16.8
533632.0,11.9,3.3,15.2
520189.0,11.9,2.1,14.0
534360.0,12.3,4.3,16.6
461148.0,13.7,3.0,16.7
521152.0,12.3,2.2,14.5
492474.0,12.2,3.7,15.9
441235.0,13.8,3.3,17.1
521217.0,12.8,2.3,15.1
653790.0,10.2,4.2,14.4
435264.0,13.6,3.4,17.0
522685.0,11.9,2.1,14.0
517195.0,12.7,4.2,16.9
524179.0,12.3,3.4,15.7
523189.0,11.3,2.8,14.1
495046.0,11.9,4.0,15.9
471802.0,12.8,2.6,15.4
523570.0,12.0,2.4,14.4
458200.0,12.7,3.6,16.3
894629.0,10.8,2.8,13.6
523586.0,11.8,2.1,13.9
775685.0,9.8,4.0,13.8
480504.0,11.5,3.3,14.8
524164.0,10.7,2.1,12.8
526479.0,10.6,4.0,14.6
450906.0,12.4,3.3,15.7
524661.0,11.3,2.4,13.7
524186.0,12.2,4.0,16.2
627055.0,10.7,3.2,13.9
526319.0,10.4,2.0,12.4
516508.0,11.4,4.4,15.8
410376.0,14.1,3.5,17.6
527490.0,11.4,2.4,13.8
382898.0,14.2,3.7,17.9
490378.0,13.2,3.7,16.9
527575.0,11.9,3.0,14.9
487503.0,11.8,4.5,16.3
1335236.0,5.7,2.6,8.3
528160.0,10.6,2.1,12.7
749163.0,6.8,3.2,10.0
426206.0,12.2,3.1,15.3
529341.0,11.6,1.9,13.5
443553.0,11.1,4.3,15.4
513874.0,11.8,3.4,15.2
529384.0,11.4,2.3,13.7
569976.0,11.2,4.7,15.9
437856.0,11.1,3.4,14.5
530183.0,11.2,2.1,13.3
505936.0,11.4,4.0,15.4
407253.0,13.0,3.2,16.2
530196.0,11.0,2.4,13.4
416499.0,12.5,4.4,16.9
481278.0,13.6,3.2,16.8
531159.0,12.0,2.4,14.4
434238.0,13.0,3.9,16.9
460856.0,12.1,3.0,15.1
531456.0,10.5,2.2,12.7
583105.0,12.0,4.1,16.1
559632.0,12.1,3.4,15.5
531772.0,11.1,2.5,13.6
518267.0,13.2,4.0,17.2
495083.0,11.1,3.3,14.4
532133.0,11.4,2.6,14.0
516920.0,12.1,4.0,16.1
651773.0,10.0,3.2,13.2
532526.0,10.1,2.7,12.8
748853.0,9.4,4.9,14.3
468791.0,12.6,3.3,15.9
532683.0,12.0,2.5,14.5
530241.0,12.3,4.1,16.4
542029.0,12.4,3.0,15.4
533116.0,12.6,2.0,14.6
576137.0,12.1,4.2,16.3
565812.0,10.5,2.8,13.3
533121.0,10.0,1.6,11.6
406614.0,9.6,4.0,13.6
467514.0,12.7,3.3,16.0
534227.0,11.7,2.2,13.9
504304.0,11.6,4.1,15.7
499222.0,10.9,3.2,14.1
534756.0,11.3,2.3,13.6
575315.0,10.2,4.4,14.6
697094.0,12.6,3.1,15.7
536079.0,13.2,2.2,15.4
624900.0,13.2,3.9,17.099999999999998
845808.0,10.1,2.9,13.0
536533.0,13.1,2.5,15.6
624431.0,11.2,3.8,15.0
540763.0,12.7,2.8,15.5
537829.0,12.2,2.4,14.6
396933.0,12.6,4.1,16.7
486594.0,12.1,3.2,15.3
538078.0,11.5,2.2,13.7
503006.0,11.9,3.9,15.8
480760.0,11.7,2.8,14.5
538896.0,11.6,2.2,13.8
513478.0,11.7,4.2,15.9
413032.0,11.5,3.1,14.6
538964.0,9.8,2.4,12.2
532534.0,10.9,4.6,15.5
558579.0,11.3,3.5,14.8
539840.0,11.4,3.0,14.4
515958.0,11.6,4.4,16.0
1648293.0,3.9,1.4,5.3
540231.0,10.4,1.9,12.3
1200371.0,4.5,3.9,8.4
405861.0,12.7,3.5,16.2
540821.0,12.0,2.4,14.4
573447.0,11.4,4.0,15.4
518405.0,12.2,3.4,15.6
541507.0,11.1,2.5,13.6
569960.0,11.5,4.0,15.5
500361.0,11.2,3.3,14.5
541702.0,11.5,2.7,14.2
454378.0,13.0,3.8,16.8
562453.0,11.4,3.2,14.6
541846.0,11.2,2.7,13.9
515396.0,11.3,4.1,15.4
640714.0,9.4,3.1,12.5
542125.0,10.1,2.0,12.1
449680.0,12.7,3.5,16.2
419449.0,12.2,3.5,15.7
542642.0,11.3,2.3,13.6
537813.0,10.9,4.1,15.0
534451.0,9.5,3.1,12.6
542721.0,9.5,2.3,11.8
843532.0,8.8,4.9,13.7
440083.0,14.1,3.0,17.1
543318.0,14.2,2.5,16.7
377273.0,14.6,3.9,18.5
492899.0,10.9,3.2,14.1
543889.0,9.4,1.9,11.3
524722.0,10.8,4.2,15.0
649164.0,12.3,2.9,15.2
544473.0,12.8,2.4,15.2
582602.0,11.5,3.8,15.3
464717.0,14.1,3.0,17.1
545801.0,13.2,1.9,15.1
591287.0,10.7,3.9,14.6
496168.0,12.7,3.0,15.7
545847.0,11.2,2.6,13.8
398096.0,11.8,4.0,15.8
547668.0,9.7,2.9,12.6
547580.0,10.0,2.2,12.2
577050.0,10.6,4.5,15.1
727363.0,9.5,2.8,12.3
547946.0,9.3,2.7,12.0
887884.0,8.7,4.4,13.1
516549.0,10.6,2.7,13.3
548833.0,10.2,2.2,12.4
403120.0,11.3,4.0,15.3
453341.0,10.9,3.1,14.0
549830.0,8.3,2.5,10.8
393287.0,12.1,4.4,16.5
466719.0,9.2,3.1,12.3
550571.0,9.0,2.5,11.5
668043.0,10.0,4.8,14.8
621609.0,11.2,2.9,14.1
551241.0,12.0,2.2,14.2
609612.0,8.2,2.9,11.1
551795.0,8.6,2.0,10.6
684703.0,8.9,4.4,13.3
490496.0,12.3,3.1,15.4
552359.0,11.6,2.2,13.8
596516.0,12.1,4.2,16.3
680587.0,11.1,3.4,14.5
552495.0,10.9,2.7,13.6
577646.0,12.0,4.2,16.2
528605.0,12.3,2.8,15.1
552577.0,13.3,2.8,16.1
536170.0,12.3,4.4,16.700000000000003
517025.0,11.3,3.2,14.5
554302.0,10.9,2.0,12.9
527819.0,11.6,4.1,15.7
485209.0,12.4,3.1,15.5
1589221.0,7.2,2.8,10.0
554708.0,10.8,1.2,12.0
572313.0,9.2,4.0,13.2
500600.0,14.4,3.3,17.7
554757.0,12.7,2.2,14.9
457375.0,13.7,3.8,17.5
544408.0,11.4,2.9,14.3
554955.0,11.9,2.5,14.4
569520.0,11.3,3.8,15.1
518325.0,8.7,2.4,11.1
555301.0,6.0,1.3,7.3
442400.0,12.4,5.2,17.6
508990.0,10.3,3.0,13.3
555999.0,7.4,1.8,9.2
402724.0,11.8,4.0,15.8
456783.0,11.8,3.3,15.1
557034.0,11.5,1.8,13.3
509518.0,11.8,4.2,16.0
483095.0,12.2,3.4,15.6
557107.0,11.8,2.5,14.3
535505.0,11.0,3.7,14.7
442152.0,12.8,3.3,16.1
557192.0,11.4,2.5,13.9
485876.0,11.8,3.9,15.7
615996.0,10.3,3.0,13.3
558171.0,10.8,2.1,12.9
699525.0,11.0,3.6,14.6
521713.0,11.2,3.1,14.3
558478.0,9.5,1.9,11.4
578451.0,9.0,3.9,12.9
1065937.0,6.7,2.8,9.5
558822.0,9.2,2.9,12.1
945466.0,8.5,4.2,12.7
448255.0,13.5,3.1,16.6
560421.0,11.6,2.2,13.8
553577.0,12.1,3.7,15.8
545080.0,10.6,3.5,14.1
560720.0,10.5,2.1,12.6
538424.0,10.3,4.2,14.5
502972.0,10.3,3.1,13.4
562065.0,11.1,2.5,13.6
551889.0,10.6,4.5,15.1
491841.0,11.7,3.0,14.7
530465.0,10.6,3.2,13.8
563695.0,9.0,2.0,11.0
632644.0,9.8,4.3,14.1
508713.0,10.9,3.1,14.0
563819.0,10.1,2.2,12.3
635543.0,9.5,4.1,13.6
466902.0,10.2,3.2,13.4
564872.0,9.8,2.1,11.9
468240.0,11.5,3.2,14.7
564967.0,10.0,1.9,11.9
626494.0,10.3,4.0,14.3
447822.0,10.6,3.4,14.0
565126.0,9.5,2.1,11.6
535434.0,10.2,5.0,15.2
492225.0,11.1,3.0,14.1
565185.0,11.2,2.4,13.6
514059.0,11.9,4.0,15.9
405145.0,13.8,3.5,17.3
565357.0,12.8,2.7,15.5
315524.0,13.5,4.6,18.1
669559.0,6.3,1.5,7.8
565690.0,4.3,0.8,5.1
434167.0,10.4,3.3,13.7
503066.0,10.9,3.0,13.9
566013.0,9.0,2.0,11.0
539932.0,10.1,4.3,14.4
504455.0,12.5,2.8,15.3
566943.0,10.4,2.2,12.6
471291.0,12.5,4.3,16.8
1674267.0,6.0,2.0,8.0
567375.0,12.1,2.8,14.9
512759.0,11.9,4.4,16.3
510398.0,12.5,3.0,15.5
567643.0,10.9,2.6,13.5
435544.0,12.6,4.3,16.9
518012.0,11.4,3.2,14.6
567697.0,10.0,2.0,12.0
591692.0,9.8,3.7,13.5
405675.0,12.4,3.1,15.5
567713.0,12.1,2.8,14.9
527030.0,13.1,3.4,16.5
568036.0,13.0,2.4,15.4
476109.0,13.3,3.8,17.1
467150.0,10.6,3.0,13.6
568430.0,9.6,1.8,11.4
564480.0,9.1,4.4,13.5
650764.0,9.1,2.5,11.6
568811.0,7.3,0.5,7.8
497113.0,10.5,3.1,13.6
570149.0,11.2,2.2,13.4
441606.0,9.9,3.7,13.6
645014.0,8.6,3.1,11.7
572099.0,9.1,2.3,11.4
560287.0,10.0,4.0,14.0
508078.0,13.1,3.1,16.2
573170.0,13.3,2.3,15.6
405225.0,12.6,4.0,16.6
1346864.0,8.0,2.3,10.3
573391.0,11.9,2.3,14.2
419970.0,12.6,4.0,16.6
1174501.0,10.9,3.0,13.9
573442.0,12.4,2.0,14.4
558958.0,11.6,4.1,15.7
503520.0,11.9,3.1,15.0
574306.0,10.5,2.1,12.6
528728.0,11.2,4.0,15.2
525617.0,12.5,3.1,15.6
575106.0,11.4,2.1,13.5
488500.0,11.6,4.2,15.8
882114.0,7.7,2.9,10.6
575144.0,9.6,2.2,11.8
713030.0,10.2,4.8,15.0
496937.0,10.8,3.5,14.3
575355.0,10.7,2.5,13.2
533959.0,12.3,4.3,16.6
640567.0,8.8,3.2,12.0
575414.0,11.0,1.9,12.9
666735.0,9.0,2.1,11.1
576044.0,7.3,1.7,9.0
729256.0,6.6,2.3,8.899999999999999
576320.0,8.1,1.1,9.2
520230.0,11.8,4.2,16.0
421662.0,10.1,3.3,13.4
576476.0,9.9,2.8,12.7
535276.0,10.3,4.9,15.2
905716.0,11.3,2.6,13.9
577397.0,10.7,2.2,12.9
573691.0,13.0,3.9,16.9
515064.0,11.0,3.1,14.1
577734.0,10.5,2.2,12.7
590544.0,11.5,4.2,15.7
439788.0,11.3,3.1,14.4
578671.0,11.0,2.3,13.3
469835.0,12.5,3.3,15.8
579059.0,11.8,2.0,13.8
564279.0,11.6,4.1,15.7
444219.0,12.8,3.8,16.6
579262.0,11.3,2.3,13.6
624572.0,11.0,4.3,15.3
493625.0,13.5,3.1,16.6
580029.0,11.0,2.3,13.3
563283.0,11.4,4.3,15.7
480754.0,10.7,3.2,13.9
580442.0,10.4,1.8,12.2
646815.0,10.0,3.9,13.9
535714.0,12.0,3.4,15.4
580832.0,13.2,2.2,15.4
556799.0,12.5,3.9,16.4
557251.0,9.8,3.2,13.0
1025952.0,8.8,1.0,9.8
581807.0,10.3,0.0,10.3
630838.0,5.5,4.8,10.3
497159.0,9.1,2.9,12.0
581985.0,8.8,2.1,10.9
586020.0,10.2,4.6,14.8
500504.0,10.3,3.1,13.4
582334.0,11.5,1.8,13.3
518121.0,12.1,4.0,16.1
527433.0,11.9,3.1,15.0
582484.0,10.3,2.4,12.7
551975.0,11.1,3.7,14.8
445332.0,11.7,3.1,14.8
582742.0,11.4,2.3,13.7
517145.0,11.8,4.6,16.4
503762.0,12.1,3.4,15.5
583797.0,10.7,2.0,12.7
571785.0,12.0,4.0,16.0
477057.0,11.5,3.0,14.5
584072.0,11.6,2.5,14.1
574120.0,11.3,3.4,14.7
584661.0,11.8,2.1,13.9
457290.0,11.8,4.2,16.0
493612.0,10.8,3.2,14.0
584902.0,9.7,2.1,11.8
511218.0,12.0,3.9,15.9
1275019.0,8.4,2.8,11.2
585053.0,10.8,2.2,13.0
592144.0,10.1,3.9,14.0
654194.0,8.5,5.0,13.5
585079.0,13.3,3.5,16.8
418889.0,13.6,3.4,17.0
586739.0,11.3,2.3,13.6
456933.0,12.8,3.9,16.7
472117.0,12.4,3.4,15.8
587454.0,10.6,2.0,12.6
592601.0,10.0,3.9,13.9
518211.0,9.6,3.0,12.6
588033.0,9.3,2.1,11.4
672692.0,9.5,4.4,13.9
633637.0,9.3,2.5,11.8
588182.0,10.7,1.6,12.3
497962.0,11.5,3.3,14.8
589501.0,10.4,2.0,12.4
605346.0,10.2,4.2,14.4
568271.0,11.3,3.1,14.4
589671.0,11.0,2.1,13.1
571107.0,11.4,4.1,15.5
588814.0,11.5,3.2,14.7
589946.0,12.8,2.5,15.3
364107.0,13.6,4.3,17.9
534499.0,10.0,2.7,12.7
591164.0,8.5,1.6,10.1
574732.0,10.2,4.0,14.2
494469.0,12.4,3.3,15.7
591292.0,11.2,2.0,13.2
595838.0,10.6,4.4,15.0
803053.0,10.2,3.6,13.8
591648.0,13.3,2.5,15.8
792452.0,11.6,3.5,15.1
443716.0,10.6,3.1,13.7
592260.0,9.2,2.4,11.6
618158.0,9.8,4.3,14.1
758853.0,6.2,2.0,8.2
592913.0,8.0,1.4,9.4
423990.0,9.9,3.9,13.8
550768.0,11.7,3.4,15.1
592935.0,10.2,2.1,12.3
553895.0,11.5,3.9,15.4
488255.0,11.8,3.4,15.2
593457.0,10.4,2.3,12.7
564244.0,10.4,4.3,14.7
505783.0,12.0,3.1,15.1
593687.0,11.2,2.4,13.6
559380.0,11.2,3.7,14.9
1388839.0,4.9,2.0,6.9
595853.0,10.0,1.9,11.9
596102.0,9.8,5.1,14.9
774273.0,9.3,3.1,12.4
596108.0,12.0,1.8,13.8
777847.0,10.7,3.8,14.5
557753.0,12.6,3.3,15.9
596809.0,12.6,2.5,15.1
443617.0,13.5,3.6,17.1
589330.0,11.0,2.9,13.9
597014.0,10.7,2.8,13.5
488033.0,13.6,3.9,17.5
577944.0,9.9,3.4,13.3
598766.0,11.1,2.1,13.2
622390.0,11.8,3.3,15.1
516777.0,10.9,3.3,14.2
375214.0,14.9,3.2,18.1
599802.0,13.9,2.2,16.1
258461.0,15.0,4.2,19.2
594154.0,10.4,3.2,13.6
600206.0,13.8,1.9,15.7
973163.0,10.0,3.8,13.8
515058.0,11.5,3.4,14.9
600273.0,12.3,1.5,13.8
1184043.0,9.1,3.5,12.6
563291.0,10.6,3.2,13.8
600283.0,10.8,2.4,13.2
550014.0,12.1,3.8,15.9
544925.0,10.6,3.1,13.7
600492.0,11.5,2.2,13.7
601089.0,10.7,4.0,14.7
721720.0,9.5,3.2,12.7
600842.0,11.1,1.7,12.8
597010.0,10.2,4.3,14.5
555051.0,10.7,3.1,13.8
601720.0,11.0,2.6,13.6
541862.0,10.5,4.2,14.7
1514564.0,6.6,2.7,9.3
601928.0,9.4,3.2,12.6
771232.0,8.1,3.7,11.8
427942.0,8.8,2.7,11.5
602935.0,9.0,2.0,11.0
730265.0,7.4,3.5,10.9
596437.0,9.0,2.9,11.9
603024.0,9.2,2.0,11.2
536926.0,10.4,4.5,14.9
607030.0,9.1,2.6,11.7
603317.0,8.9,2.1,11.0
665376.0,8.7,3.6,12.3
528335.0,10.9,3.0,13.9
603418.0,9.5,2.4,11.9
535037.0,11.6,4.2,15.8
612098.0,10.6,3.1,13.7
603788.0,9.1,1.9,11.0
597250.0,9.5,4.0,13.5
476806.0,10.2,3.2,13.4
603899.0,9.1,2.4,11.5
642807.0,9.5,4.5,14.0
605824.0,8.3,3.0,11.3
604209.0,7.0,2.1,9.1
708203.0,8.0,3.8,11.8
552640.0,11.3,3.1,14.4
605321.0,11.4,2.2,13.6
581901.0,11.5,4.1,15.6
695071.0,9.7,3.1,12.8
605844.0,9.7,1.7,11.4
563801.0,12.9,3.3,16.2
606045.0,13.4,2.4,15.8
405655.0,14.1,4.4,18.5
635880.0,11.2,3.2,14.4
606855.0,11.2,2.3,13.5
440645.0,14.1,3.7,17.8
554406.0,11.5,3.2,14.7
608093.0,11.2,2.2,13.4
563971.0,11.6,3.7,15.3
532762.0,10.8,3.2,14.0
602326.0,10.3,3.2,13.5
650621.0,9.8,3.2,13.0
608750.0,10.0,2.1,12.1
671058.0,9.9,3.9,13.8
560474.0,9.4,2.8,12.2
609251.0,10.3,1.7,12.0
605872.0,10.8,4.0,14.8
682432.0,7.2,3.6,10.8
609282.0,11.8,3.3,15.1
647645.0,8.5,5.2,13.7
585143.0,11.1,3.1,14.2
611913.0,10.2,2.2,12.4
594447.0,9.8,4.4,14.2
484468.0,10.1,2.0,12.1
612099.0,8.5,0.1,8.6
631677.0,10.0,3.3,13.3
484017.0,11.4,2.8,14.2
612884.0,10.1,2.3,12.4
619425.0,10.4,3.8,14.2
545799.0,11.5,3.4,14.9
613555.0,9.8,1.7,11.5
644275.0,9.5,4.5,14.0
479124.0,11.4,3.1,14.5
613855.0,9.5,1.8,11.3
607936.0,9.9,4.0,13.9
743945.0,6.8,2.6,9.4
614322.0,10.3,1.6,11.9
504188.0,11.2,3.5,14.7
514180.0,12.3,3.0,15.3
614658.0,11.2,1.4,12.6
499252.0,11.5,3.1,14.6
614809.0,10.1,1.9,12.0
645655.0,10.0,3.8,13.8
489736.0,12.2,3.0,15.2
615113.0,9.9,1.7,11.6
423812.0,11.2,3.7,14.9
356617.0,12.6,3.2,15.8
615636.0,10.8,2.1,12.9
649609.0,11.4,4.2,15.6
559482.0,7.6,2.8,10.4
615795.0,6.3,1.7,8.0
570922.0,7.6,4.2,11.8
