basari_sirasi,ayt_edebiyat,ayt_cografya1,toplam_net,ayt_tarih1,ayt_tarih2,ayt_cografya2,ayt_felsefe,ayt_din
391636.0,12.5,3.3,25.840000000000003,3.73,0.0,1.67,1.29,3.35
419527.0,11.4,2.7,22.41,1.35,0.0,1.51,3.33,2.12
472350.0,10.6,4.7,28.42,0.0,3.57,3.64,3.14,2.77
372751.0,14.2,3.4,31.65,8.7,0.0,4.21,0.0,1.14
419910.0,12.9,2.5,29.2,2.51,2.29,1.99,4.05,2.96
368246.0,13.7,3.9,20.63,0.0,0.36,0.0,0.1,2.57
383430.0,12.6,3.5,21.64,1.53,0.0,0.0,2.47,1.54
420399.0,13.3,2.5,31.0,3.16,3.41,3.32,3.54,1.77
444158.0,12.2,4.2,23.699999999999996,2.65,0.65,1.15,1.01,1.84
331309.0,14.5,3.2,29.88,0.43,0.0,5.12,4.29,2.34
421566.0,10.6,2.5,23.9,3.84,3.19,0.88,0.0,2.89
507798.0,12.2,4.3,32.550000000000004,5.91,4.08,2.77,0.0,3.29
379849.0,13.4,3.7,32.37,4.87,0.0,4.72,4.13,1.55
421992.0,11.8,2.9,27.660000000000004,3.52,2.54,1.35,2.03,3.52
452459.0,12.3,4.8,39.37,6.39,6.45,3.35,1.55,4.53
369877.0,13.7,3.4,36.05,6.0,3.66,2.64,5.3,1.35
422523.0,11.8,2.3,21.010000000000005,3.64,0.0,0.42,1.98,0.87
442262.0,12.8,4.5,33.66,2.08,4.14,4.4,4.41,1.33
389781.0,12.3,3.2,27.340000000000003,4.87,0.05,3.19,1.13,2.6
423258.0,9.7,2.5,18.5,0.0,0.1,0.88,0.63,4.69
492408.0,11.1,4.7,23.189999999999998,2.29,0.89,0.79,0.0,3.42
360333.0,16.9,3.5,39.54,5.08,2.41,5.7,1.59,4.36
423335.0,12.2,2.2,27.75,7.5,1.15,1.3,0.78,2.62
394278.0,12.9,4.3,27.970000000000002,3.33,0.0,2.95,3.6,0.89
530055.0,11.2,3.1,19.22,0.0,0.06,2.28,0.32,2.26
423978.0,11.4,2.5,24.310000000000002,0.25,0.0,3.36,4.5,2.3
441799.0,11.3,4.0,30.470000000000002,4.04,3.51,3.53,0.49,3.6
497047.0,12.0,3.4,24.740000000000002,1.82,0.0,0.0,2.53,4.99
424455.0,12.3,2.7,28.4,1.91,4.93,2.43,2.98,1.15
472428.0,11.5,4.4,30.840000000000003,2.68,4.91,2.25,3.1,2.0
352969.0,13.0,3.2,26.299999999999997,2.65,2.09,3.52,1.45,0.39
425108.0,13.2,2.9,22.11,3.36,0.64,0.09,0.23,1.69
382792.0,13.6,4.9,31.189999999999998,2.71,4.75,2.31,0.0,2.92
1672220.0,7.9,2.1,20.09,1.03,3.68,2.17,1.25,1.96
425512.0,14.1,2.9,32.23,4.8,1.63,3.84,1.54,3.42
370332.0,12.8,2.4,29.69,0.82,4.03,3.77,2.12,3.75
354189.0,12.7,3.4,34.97,6.57,3.01,3.52,1.63,4.14
426110.0,12.6,2.2,24.740000000000002,2.41,0.6,1.16,4.94,0.83
416404.0,12.5,4.3,30.540000000000003,0.76,6.27,3.59,0.23,2.89
362079.0,12.7,3.4,33.66,0.47,6.23,3.54,3.79,3.53
426233.0,12.4,3.0,32.39,2.18,1.83,4.14,5.84,3.0
518098.0,11.9,4.4,27.220000000000002,6.82,0.03,1.68,0.59,1.8
391209.0,14.1,3.3,28.959999999999997,0.98,1.56,2.91,1.29,4.82
427095.0,11.9,3.0,31.75,6.15,5.62,4.04,0.0,1.04
432924.0,13.0,4.3,36.81999999999999,9.18,4.82,3.75,1.55,0.22
417967.0,12.5,3.5,37.68,3.77,5.82,5.76,0.73,5.6
427354.0,12.6,2.3,28.0,2.72,2.1,4.73,0.68,2.87
413814.0,12.5,4.2,28.569999999999997,7.55,2.56,0.56,1.2,0.0
371913.0,11.0,3.0,29.919999999999998,5.29,5.38,3.07,1.21,0.97
427954.0,11.3,2.4,32.02,6.2,6.12,2.34,3.5,0.16
471530.0,11.7,4.0,30.409999999999997,3.48,5.33,2.91,2.99,0.0
395851.0,14.4,4.0,38.089999999999996,6.41,2.33,3.09,4.07,3.79
428575.0,10.5,3.9,32.949999999999996,6.18,3.18,4.0,4.04,1.15
567665.0,12.2,3.5,25.17,3.84,1.64,3.71,0.0,0.28
379141.0,13.5,3.3,25.8,2.16,1.07,1.12,3.38,1.27
428855.0,12.1,2.4,24.55,2.69,1.2,2.3,2.37,1.49
427682.0,12.4,4.1,33.290000000000006,4.1,5.42,0.0,3.8,3.47
436475.0,11.8,3.8,19.939999999999998,1.63,0.0,0.88,0.0,1.83
428897.0,11.8,2.1,25.91,5.03,0.17,1.65,1.55,3.61
414839.0,12.5,4.3,34.14,2.63,4.88,2.42,1.75,5.66
335454.0,14.1,3.5,31.950000000000003,5.43,2.44,2.91,0.96,2.61
429072.0,12.3,2.3,21.580000000000002,3.39,0.0,1.41,1.2,0.98
468456.0,11.1,4.1,26.709999999999997,4.56,0.0,3.65,0.0,3.3
376373.0,13.9,3.3,26.549999999999997,0.0,1.36,2.77,0.0,5.22
429597.0,12.6,2.5,35.690000000000005,5.86,5.43,1.17,6.57,1.56
326096.0,15.9,3.8,30.349999999999998,2.06,2.29,0.0,3.27,3.03
431190.0,13.6,2.5,25.220000000000002,6.17,0.0,0.52,0.0,2.43
334690.0,15.3,4.4,30.500000000000004,4.86,2.87,0.66,1.43,0.98
404439.0,12.4,3.1,30.28,4.55,1.52,4.69,1.84,2.18
431649.0,12.3,2.4,39.59,4.46,6.07,5.45,4.63,4.28
446204.0,12.0,4.4,36.72,4.52,4.98,3.16,5.0,2.66
738481.0,13.2,3.5,30.569999999999993,2.45,2.52,0.83,2.67,5.4
344626.0,13.8,3.3,26.89,0.72,4.92,1.86,0.77,1.52
435038.0,11.5,2.3,29.65,3.73,3.82,3.76,2.36,2.18
446576.0,11.2,4.6,24.759999999999998,1.9,1.72,1.82,0.93,2.59
383891.0,13.3,3.5,34.879999999999995,4.74,3.27,1.97,5.73,2.37
435228.0,13.4,2.4,27.720000000000002,2.94,1.15,2.05,4.4,1.38
401634.0,13.0,4.0,32.24,3.14,3.58,6.55,0.0,1.97
358868.0,17.1,4.0,34.43,4.28,0.0,2.47,3.56,3.02
435277.0,12.4,1.8,30.590000000000003,3.34,3.17,4.03,2.21,3.64
312979.0,17.0,6.0,35.0,3.84,0.3,3.16,2.83,1.87
424654.0,9.2,3.4,16.81,0.0,1.18,1.88,0.0,1.15
435410.0,8.9,1.7,22.07,5.06,0.01,4.64,0.0,1.76
406257.0,11.4,4.2,33.910000000000004,1.63,5.51,3.53,4.93,2.71
373636.0,14.1,3.4,38.05,7.62,2.77,4.43,2.14,3.59
435949.0,11.8,2.3,31.51,3.03,3.87,4.92,4.22,1.37
436186.0,12.8,4.2,27.67,2.78,2.22,4.48,0.0,1.19
470596.0,11.7,3.3,28.049999999999997,3.47,3.9,2.47,3.18,0.03
436215.0,11.7,2.3,28.76,1.4,4.53,2.62,2.73,3.48
454722.0,12.4,4.2,29.14,1.77,2.2,2.26,3.57,2.74
399967.0,13.7,3.2,36.11,6.79,3.66,3.01,3.83,1.92
437140.0,12.5,2.3,29.57,4.47,4.98,2.37,0.0,2.95
375943.0,12.8,3.8,35.620000000000005,5.89,3.21,0.0,5.49,4.43
435409.0,12.1,3.1,29.03,2.49,2.12,6.03,1.27,1.92
437297.0,12.0,2.7,29.209999999999997,9.75,0.48,4.15,0.13,0.0
428617.0,12.5,4.1,26.69,4.43,0.0,0.62,2.59,2.45
1447005.0,10.6,3.0,26.81,2.8,2.97,4.82,0.0,2.62
438439.0,13.8,2.3,29.220000000000002,0.0,1.42,6.09,3.11,2.5
498137.0,11.4,4.2,36.910000000000004,4.8,3.24,3.94,6.31,3.02
394876.0,12.4,3.2,37.52,8.46,7.11,2.65,1.77,1.93
438475.0,10.0,2.3,27.980000000000004,1.33,1.64,5.63,4.16,2.92
392754.0,13.1,4.2,33.730000000000004,1.95,4.99,3.98,2.25,3.26
1428305.0,6.9,2.7,22.96,3.26,0.0,2.82,2.45,4.83
438911.0,12.2,2.1,21.849999999999998,0.0,1.96,1.73,0.0,3.86
486244.0,10.8,4.3,32.400000000000006,4.3,7.41,4.12,0.0,1.47
620016.0,12.7,3.2,33.91,5.53,1.45,4.63,5.21,1.19
438943.0,14.4,2.2,38.18,9.2,0.0,5.04,5.81,1.53
543909.0,13.0,3.4,33.17,5.37,1.44,0.68,4.97,4.31
390683.0,12.8,3.2,21.380000000000003,1.23,0.09,0.0,0.69,3.37
439308.0,12.1,2.4,27.589999999999996,0.0,0.45,5.78,4.1,2.76
411991.0,11.9,4.0,27.450000000000003,5.04,0.0,1.3,2.55,2.66
461227.0,12.1,3.2,28.180000000000007,4.46,3.82,1.58,1.19,1.83
439332.0,10.9,2.4,30.540000000000003,3.38,5.27,1.55,5.28,1.76
451861.0,11.1,3.6,29.270000000000003,7.51,4.73,0.0,0.6,1.73
381227.0,12.0,3.2,25.87,0.53,0.1,4.49,2.5,3.05
440977.0,11.5,2.2,22.789999999999996,3.86,3.43,0.2,0.88,0.72
569664.0,9.1,3.5,25.919999999999995,3.83,4.08,3.33,0.0,2.08
356337.0,13.6,3.5,23.740000000000002,0.33,0.75,2.14,2.35,1.07
440995.0,11.0,2.3,26.410000000000004,4.4,3.59,0.66,2.23,2.23
484194.0,12.2,4.1,30.339999999999993,4.79,1.77,1.97,3.77,1.74
328017.0,13.5,3.4,36.349999999999994,4.4,2.79,3.85,3.5,4.91
441880.0,9.7,2.3,22.02,0.27,0.0,2.93,2.7,4.12
517706.0,10.4,4.8,26.8,6.43,1.44,2.42,0.0,1.31
419582.0,14.3,3.3,28.870000000000005,0.0,4.06,3.44,2.19,1.58
442426.0,13.4,2.4,24.589999999999996,1.74,0.24,5.72,0.0,1.09
426758.0,12.8,3.7,37.050000000000004,5.26,5.42,4.44,3.15,2.28
370571.0,13.3,3.6,30.610000000000007,4.94,3.92,2.0,1.66,1.19
442595.0,11.7,2.3,25.48,0.0,6.04,1.91,0.0,3.53
451317.0,11.7,4.4,26.1,2.95,2.7,2.64,0.0,1.71
421765.0,14.0,3.4,31.49,2.15,4.68,5.17,0.0,2.09
442639.0,10.8,3.2,26.360000000000003,4.49,3.41,4.02,0.44,0.0
471623.0,12.9,4.4,27.81,0.76,2.63,5.24,1.88,0.0
1332563.0,7.3,2.4,23.25,3.25,1.01,1.27,3.33,4.69
443063.0,12.4,2.4,24.560000000000002,4.99,1.92,0.0,0.51,2.34
483669.0,10.7,4.0,31.279999999999998,3.65,2.92,2.68,3.92,3.41
429978.0,13.2,3.4,27.509999999999998,1.59,1.55,1.25,1.96,4.56
443288.0,12.9,3.1,25.550000000000004,3.56,0.1,1.08,3.39,1.42
430611.0,14.8,4.1,36.56,6.53,0.0,4.65,2.14,4.34
421190.0,13.7,3.1,27.000000000000004,0.0,3.12,3.64,0.39,3.05
443659.0,12.9,2.2,36.040000000000006,8.53,0.21,6.12,1.82,4.26
378544.0,13.8,4.0,32.79,3.77,2.0,4.5,2.43,2.29
401012.0,12.4,3.5,25.28,2.05,0.71,0.38,1.19,5.05
445348.0,11.5,2.4,24.57,1.12,0.55,1.33,4.67,3.0
469736.0,12.1,3.8,27.929999999999996,7.75,1.36,2.09,0.83,0.0
440637.0,10.4,3.2,25.490000000000002,0.0,6.07,2.33,1.6,1.89
445846.0,12.8,2.9,26.78,3.29,0.68,2.94,2.27,1.9
500974.0,12.1,3.9,32.06,3.01,2.88,4.69,2.89,2.59
673300.0,12.7,3.4,38.38,10.0,2.49,3.05,2.61,4.13
446883.0,12.4,2.3,26.84,1.77,0.43,3.85,1.65,4.44
634926.0,9.5,3.2,29.990000000000002,5.36,2.37,2.42,3.04,4.1
447192.0,13.4,1.6,25.560000000000002,3.85,0.59,3.73,2.39,0.0
583919.0,9.8,4.6,19.84,0.0,3.4,0.54,0.0,1.5
429518.0,10.2,3.3,36.6,7.63,4.14,3.18,3.39,4.76
447916.0,9.8,2.2,25.53,7.35,0.69,0.59,1.15,3.75
454217.0,11.6,4.5,37.53,1.45,5.48,5.5,4.47,4.53
403029.0,13.7,3.1,30.419999999999998,7.09,1.2,2.81,1.31,1.21
448071.0,13.8,2.2,32.67,0.44,3.7,4.81,2.66,5.06
247008.0,15.6,4.1,25.45,0.36,0.82,0.0,0.0,4.57
399827.0,9.8,3.0,26.600000000000005,3.85,3.32,3.44,0.87,2.32
450052.0,8.5,1.9,23.200000000000003,3.7,1.49,0.65,4.42,2.54
601202.0,9.7,4.5,30.419999999999998,2.77,5.51,3.63,0.71,3.6
327069.0,14.7,3.5,35.519999999999996,6.25,4.57,3.66,0.0,2.84
450262.0,9.9,2.4,29.240000000000006,6.44,0.6,4.53,1.26,4.11
460049.0,9.7,4.7,25.419999999999998,6.17,1.74,2.64,0.0,0.47
397662.0,15.1,3.6,40.62,8.3,2.03,5.19,0.4,6.0
451604.0,12.1,2.5,27.069999999999997,1.16,4.25,1.36,2.4,3.3
425606.0,13.1,3.3,27.56,0.0,0.0,4.86,4.09,2.21
452226.0,12.3,2.3,24.69,0.0,4.86,0.0,0.0,5.23
392734.0,13.6,3.8,34.559999999999995,4.72,0.61,3.84,3.56,4.43
464000.0,13.6,3.0,39.260000000000005,6.74,5.32,0.81,4.84,4.95
452592.0,12.6,2.2,37.69,9.2,2.19,5.66,4.15,1.69
276083.0,14.2,4.0,33.160000000000004,2.78,1.08,3.38,5.57,2.15
514202.0,9.5,2.1,25.979999999999997,2.41,5.32,3.68,1.89,1.08
454086.0,12.8,2.8,23.01,1.82,0.88,2.53,1.11,1.07
415806.0,12.8,3.2,31.799999999999997,4.72,3.82,3.14,2.81,1.31
454857.0,12.6,2.6,29.549999999999997,3.67,2.59,2.49,4.98,0.62
485445.0,11.8,4.1,27.63,3.09,2.31,2.72,1.4,2.21
454258.0,13.8,3.0,31.38,4.23,3.09,1.56,2.88,2.82
455440.0,13.7,2.5,29.33,3.34,0.42,3.26,3.77,2.34
355462.0,13.3,3.7,28.259999999999998,2.05,3.42,4.46,0.0,1.33
355219.0,13.3,3.7,32.160000000000004,2.18,6.16,4.3,0.26,2.26
455546.0,11.8,2.3,29.91,6.97,3.45,3.78,0.0,1.61
422475.0,12.4,3.9,31.029999999999998,2.34,1.13,4.47,3.79,3.0
389179.0,15.2,3.2,37.38999999999999,4.54,5.61,4.76,4.0,0.08
456122.0,9.9,2.5,29.810000000000002,3.01,0.49,9.96,0.71,3.24
536921.0,12.5,4.6,30.17,2.52,0.98,2.67,3.52,3.38
424048.0,12.2,3.3,30.330000000000002,7.36,0.59,2.59,2.92,1.37
348225.0,12.6,3.4,31.400000000000002,9.21,0.0,3.41,0.19,2.59
456373.0,7.0,1.0,25.389999999999997,3.24,5.64,1.27,6.09,1.15
397962.0,16.5,4.4,35.81,0.0,2.78,6.68,1.93,3.52
396591.0,13.1,3.3,24.409999999999997,0.78,2.45,1.52,0.0,3.26
457052.0,11.9,2.3,23.959999999999997,1.54,0.0,3.74,4.48,0.0
437989.0,12.1,4.1,32.64,2.02,3.55,5.39,2.96,2.52
560073.0,10.4,3.4,28.580000000000002,5.1,4.99,0.15,2.74,1.8
458658.0,9.9,1.8,19.53,3.03,2.73,0.0,0.1,1.97
492996.0,10.7,4.0,27.53,2.69,1.91,3.9,0.0,4.33
322530.0,14.2,3.7,33.54,5.45,4.4,2.27,2.65,0.87
458687.0,13.7,2.7,24.119999999999997,0.99,0.0,5.1,0.3,1.33
488919.0,10.8,3.8,24.939999999999998,3.61,1.72,3.4,0.0,1.61
332390.0,14.7,3.4,36.19,4.09,6.49,2.24,4.04,1.23
459059.0,12.1,2.6,32.79,3.68,0.67,5.31,5.21,3.22
490000.0,12.4,4.2,20.590000000000003,1.3,0.01,0.2,1.27,1.21
434339.0,12.5,3.5,30.419999999999995,6.58,2.83,1.22,0.73,3.06
459375.0,12.2,2.6,27.040000000000003,7.36,0.01,0.0,2.85,2.02
448959.0,12.2,4.3,24.39,1.24,1.33,0.86,0.17,4.29
443994.0,12.2,3.4,30.52,5.36,3.54,0.58,2.66,2.78
460675.0,10.0,2.3,25.330000000000002,5.79,0.44,2.71,2.87,1.22
678971.0,8.5,4.0,24.81,2.44,2.93,2.5,1.63,2.81
1703132.0,5.5,2.3,16.36,2.88,3.0,0.12,0.99,1.57
460766.0,10.2,2.3,29.560000000000002,7.95,0.0,2.58,1.03,5.5
534630.0,11.0,4.3,30.050000000000004,5.66,0.0,2.99,2.91,3.19
395908.0,13.4,3.2,29.980000000000004,4.55,2.08,0.0,4.61,2.14
461710.0,12.1,2.6,29.209999999999994,5.67,1.47,1.82,3.65,1.9
491619.0,11.9,3.9,25.7,2.91,0.0,1.13,3.64,2.22
386776.0,12.0,3.3,34.5,5.19,3.7,6.31,0.0,4.0
463696.0,10.9,1.9,25.82,3.61,2.19,2.39,0.84,3.99
477689.0,11.6,4.0,33.58,2.79,3.98,4.46,6.2,0.55
367431.0,14.9,3.5,35.07,4.49,2.39,2.64,3.0,4.15
395948.0,13.6,3.3,30.419999999999998,0.38,2.89,4.63,2.27,3.35
465209.0,12.7,2.1,30.05,3.77,0.0,5.48,2.03,3.97
447966.0,12.8,4.1,27.15,7.73,0.06,0.0,0.0,2.46
451606.0,12.5,3.3,25.16,4.97,2.35,0.13,0.86,1.05
465270.0,10.5,2.1,20.04,5.28,0.0,0.49,0.0,1.67
490967.0,11.3,3.9,29.509999999999998,1.32,6.1,3.05,2.36,1.48
507395.0,11.0,3.1,28.599999999999998,1.61,3.37,4.22,3.79,1.51
466651.0,11.9,2.1,28.06,0.0,3.51,4.64,1.03,4.88
387476.0,11.8,4.4,31.17,4.04,3.02,0.98,1.75,5.18
375631.0,13.1,3.1,29.24,1.15,2.35,7.0,1.05,1.49
467464.0,12.6,2.2,32.019999999999996,5.55,1.18,4.76,1.41,4.32
428828.0,13.0,3.9,23.4,0.79,2.62,0.43,2.12,0.54
432370.0,13.9,3.2,33.43,0.72,4.93,4.09,2.84,3.75
468162.0,12.3,2.7,26.03,0.77,0.0,6.82,2.89,0.55
414572.0,13.6,3.8,34.29,3.18,3.03,5.35,4.29,1.04
406194.0,13.2,3.2,42.79,6.03,6.96,4.68,5.05,3.67
468477.0,11.7,2.6,24.199999999999996,4.82,0.0,1.82,0.0,3.26
482652.0,11.9,4.1,34.0,4.39,4.72,6.41,0.31,2.17
435447.0,13.4,3.4,37.940000000000005,2.55,4.07,4.46,6.7,3.36
470574.0,12.6,2.5,25.14,1.59,0.25,2.79,4.07,1.34
394738.0,14.1,3.9,33.0,9.54,0.49,4.3,0.0,0.67
392395.0,13.4,3.6,28.340000000000003,4.1,2.43,2.17,1.93,0.71
471133.0,10.7,2.5,26.509999999999998,4.74,1.27,0.32,3.4,3.58
550685.0,10.7,4.3,28.19,3.22,2.44,1.14,2.3,4.09
407217.0,12.5,3.5,28.76,0.13,0.0,3.01,6.17,3.45
471429.0,12.7,2.0,21.650000000000002,0.0,3.78,1.26,0.38,1.53
496551.0,10.6,4.4,30.32,2.81,3.35,0.98,3.42,4.76
469469.0,9.8,3.1,22.939999999999998,3.17,1.23,2.38,2.18,1.08
445781.0,13.2,3.4,31.54,0.01,2.54,5.04,4.48,2.87
472926.0,13.4,2.1,25.86,3.13,0.0,0.06,2.74,4.43
451258.0,12.2,4.2,27.61,2.67,2.39,2.28,1.15,2.72
402101.0,13.1,3.4,26.48,4.64,0.04,1.84,0.51,2.95
473997.0,12.2,2.4,32.22,6.55,0.33,2.71,2.16,5.87
481453.0,12.3,3.9,33.769999999999996,4.77,3.92,5.72,0.0,3.16
414535.0,11.8,3.2,36.58,2.56,5.84,5.91,4.92,2.35
475161.0,10.0,2.1,26.69,4.81,4.25,1.26,0.96,3.31
455603.0,11.3,4.7,36.15,7.86,4.0,1.96,1.59,4.74
482143.0,12.8,3.2,29.33,0.35,2.09,4.86,0.49,5.54
475185.0,13.3,2.2,31.05,4.78,3.96,4.09,1.68,1.04
385605.0,11.8,3.0,29.240000000000002,3.6,1.21,3.87,2.54,3.22
475932.0,11.4,2.5,23.970000000000002,1.01,0.0,3.21,2.53,3.32
281231.0,9.1,4.2,25.46,3.57,0.0,4.07,1.62,2.9
415574.0,13.1,3.3,32.06999999999999,5.47,1.9,2.9,5.4,0.0
476146.0,11.2,2.3,28.26,4.0,1.46,1.59,4.71,3.0
442423.0,11.4,4.3,31.73,2.21,5.58,4.63,0.0,3.61
422414.0,12.9,3.2,27.090000000000003,4.78,0.19,3.23,1.43,1.36
476196.0,10.7,1.9,29.64,7.35,1.86,4.16,1.5,2.17
439851.0,11.5,4.2,31.130000000000003,0.62,2.71,1.81,5.03,5.26
398535.0,10.1,2.3,27.159999999999997,5.83,3.02,2.5,0.0,3.41
476995.0,12.2,3.8,29.86,1.5,0.0,5.29,5.13,1.94
433569.0,10.6,3.0,24.089999999999996,3.23,3.0,3.01,0.39,0.86
477828.0,10.2,1.8,28.509999999999998,7.93,1.38,2.12,2.91,2.17
424834.0,13.3,3.8,30.47,4.06,3.77,3.27,1.04,1.23
478337.0,11.8,2.8,32.51,2.25,4.31,3.95,3.08,4.32
415979.0,13.8,4.4,37.42,5.26,1.15,3.2,5.05,4.56
378597.0,12.7,3.3,25.15,2.12,0.72,2.82,2.0,1.49
478463.0,10.5,2.4,25.440000000000005,3.49,0.44,2.98,3.39,2.24
546837.0,11.1,3.9,25.06,0.0,4.97,2.23,2.71,0.15
284737.0,12.4,2.6,33.76,2.76,5.84,3.34,4.07,2.75
478473.0,14.4,4.1,38.15,4.5,4.13,4.87,2.08,4.07
260950.0,16.8,3.4,26.54,0.0,2.45,3.89,0.0,0.0
409025.0,12.0,3.4,25.470000000000002,0.31,1.53,2.5,1.75,3.98
478495.0,11.5,2.0,29.200000000000003,3.62,1.87,4.66,2.25,3.3
483813.0,11.1,4.3,28.36,4.37,0.96,2.04,3.2,2.39
359196.0,12.7,3.9,30.719999999999995,5.24,0.29,6.38,0.0,2.21
479487.0,11.3,2.3,35.09,8.88,1.73,3.95,1.93,5.0
254793.0,10.5,3.5,30.099999999999998,8.16,1.67,2.97,0.0,3.3
475660.0,13.2,3.3,28.57,5.39,1.86,0.0,0.11,4.71
479732.0,11.7,2.2,19.849999999999998,5.09,0.86,0.0,0.0,0.0
494371.0,11.3,4.3,27.520000000000003,5.8,0.0,1.2,0.0,4.92
388622.0,12.7,3.1,29.580000000000002,5.24,2.16,2.09,2.6,1.69
479849.0,10.3,2.3,28.090000000000003,7.14,1.17,2.34,3.74,1.1
410500.0,10.8,3.4,27.38,2.89,3.75,2.15,3.21,1.18
440002.0,12.7,3.0,24.979999999999997,3.34,1.88,0.0,1.66,2.4
480773.0,12.8,2.3,35.57,6.58,2.5,5.37,4.16,1.86
464629.0,12.9,4.3,31.849999999999998,5.46,2.13,1.7,2.91,2.45
1626330.0,6.6,2.5,17.46,2.52,2.15,0.77,2.28,0.64
482325.0,14.2,1.6,28.87,4.09,1.74,2.12,4.39,0.73
393498.0,12.9,4.9,31.2,2.91,4.06,0.15,2.89,3.39
378638.0,14.1,3.2,26.520000000000003,2.35,3.51,0.6,0.0,2.76
482412.0,11.7,2.6,24.86,0.0,0.0,5.17,2.81,2.58
302640.0,15.7,3.6,35.49,5.65,2.13,2.56,3.49,2.36
438722.0,10.8,2.4,24.310000000000002,5.95,2.63,0.0,1.92,0.61
483694.0,10.4,2.6,26.61,4.06,0.62,2.72,2.24,3.97
529233.0,10.7,4.7,31.53,6.71,3.69,4.41,0.11,1.21
739840.0,8.5,2.7,27.49,5.97,0.0,4.25,3.61,2.46
484173.0,9.4,2.1,27.34,1.79,5.41,3.53,2.04,3.07
567613.0,9.0,3.8,21.610000000000003,2.94,0.0,2.22,1.03,2.62
819636.0,5.6,2.9,21.02,2.71,4.88,2.31,1.94,0.68
484840.0,9.2,2.5,24.279999999999998,3.69,0.0,4.77,0.0,4.12
398706.0,13.2,3.3,37.81,9.43,5.67,0.09,4.52,1.6
485122.0,12.1,2.1,23.68,2.18,2.11,2.83,0.0,2.36
505379.0,10.9,3.9,25.490000000000002,3.02,1.26,2.58,1.06,2.77
621729.0,11.5,3.0,25.92,7.02,0.0,0.66,2.44,1.3
485982.0,10.4,2.6,27.79,4.59,1.66,3.76,1.1,3.68
621819.0,12.4,4.1,35.96,5.99,7.33,1.7,1.83,2.61
494052.0,12.4,3.0,30.77,6.24,2.66,4.07,0.0,2.4
486428.0,13.4,2.1,31.769999999999996,3.08,4.13,3.01,2.72,3.33
257197.0,14.9,4.0,30.589999999999996,1.96,1.14,0.72,4.72,3.15
330996.0,14.3,3.6,39.11000000000001,8.41,5.67,5.6,0.0,1.53
486839.0,12.3,2.3,27.6,1.78,3.29,3.02,2.64,2.27
527400.0,11.7,4.2,26.85,0.51,4.18,2.82,0.0,3.44
1010178.0,8.1,2.9,26.110000000000003,5.42,2.44,1.09,2.39,3.77
487714.0,12.6,2.4,32.760000000000005,1.85,7.73,3.14,3.23,1.81
476388.0,13.2,4.2,26.919999999999998,1.75,0.0,2.75,0.02,5.0
455643.0,8.4,3.2,29.590000000000003,6.69,3.36,2.46,3.23,2.25
488143.0,6.1,0.9,18.97,0.8,0.0,5.53,3.55,2.09
463096.0,12.1,3.0,23.67,0.0,3.52,1.91,0.68,2.46
488188.0,10.8,2.2,24.270000000000003,3.05,2.45,2.6,3.17,0.0
520367.0,8.9,4.3,29.709999999999997,5.71,3.87,3.01,0.52,3.4
397729.0,11.5,3.3,29.909999999999997,6.72,1.47,0.0,5.1,1.82
488319.0,11.1,2.1,26.659999999999997,0.55,3.9,4.7,1.13,3.18
511800.0,10.3,3.7,28.559999999999995,2.01,2.48,2.67,1.9,5.5
413975.0,13.3,3.2,24.0,5.54,0.0,0.17,0.0,1.79
488838.0,12.5,2.5,32.75,2.93,3.15,3.72,3.75,4.2
450483.0,12.5,3.9,31.6,1.94,4.01,1.27,1.98,6.0
422166.0,10.5,2.7,21.04,3.29,0.67,0.0,1.25,2.63
489305.0,7.5,2.0,22.049999999999997,3.89,4.61,1.22,0.52,2.31
356794.0,11.5,3.4,29.96,5.96,0.43,2.97,1.3,4.4
411588.0,16.2,2.4,27.939999999999998,0.0,2.04,4.43,2.3,0.57
489529.0,11.1,1.2,27.149999999999995,3.98,3.39,2.67,2.2,2.61
426402.0,10.8,3.0,27.66,3.28,1.4,5.02,3.54,0.62
489556.0,11.6,2.3,21.769999999999996,2.9,0.0,0.0,0.0,4.97
505025.0,11.9,4.3,35.51,7.04,1.96,5.2,1.66,3.45
568085.0,11.1,3.0,20.54,0.0,3.44,0.65,0.0,2.35
489580.0,11.4,2.3,32.529999999999994,1.04,4.47,4.98,3.72,4.62
556118.0,11.2,4.1,28.59,5.27,3.06,3.41,1.44,0.11
432702.0,13.1,3.5,34.27,5.19,2.64,2.43,3.03,4.38
489993.0,12.4,1.9,35.48,3.23,6.78,4.01,2.54,4.62
483676.0,12.3,4.2,34.19,7.24,3.57,2.97,0.24,3.67
469119.0,12.6,3.2,31.870000000000005,2.19,5.18,2.98,3.12,2.6
490608.0,8.8,3.4,27.580000000000002,4.05,3.28,3.66,2.18,2.21
402027.0,12.4,4.8,34.37,8.16,2.98,3.02,0.0,3.01
446250.0,10.9,3.1,33.62,4.54,5.33,4.53,1.44,3.78
490613.0,10.4,2.2,33.9,6.46,2.22,3.33,7.74,1.55
498703.0,11.2,4.9,32.7,5.28,1.74,4.2,0.86,4.52
476622.0,10.6,2.6,31.53,5.3,2.55,1.87,5.66,2.95
492965.0,12.3,2.3,32.07,2.68,5.25,4.9,1.58,3.06
488455.0,12.4,4.3,31.56,2.66,4.28,4.11,2.29,1.52
497510.0,10.1,3.3,28.82,4.43,2.07,1.17,2.7,5.05
