basari_sirasi,ayt_matematik,ayt_edebiyat,ayt_cografya1,toplam_net
532683.0,4.5,12.0,2.5,19.0
530241.0,3.4,12.3,4.1,19.8
542029.0,3.1,12.4,3.0,18.5
533116.0,5.0,12.6,2.0,19.6
576137.0,3.6,12.1,4.2,19.9
565812.0,3.6,10.5,2.8,16.9
533121.0,7.3,10.0,1.6,18.9
406614.0,9.8,9.6,4.0,23.4
467514.0,2.4,12.7,3.3,18.4
534227.0,4.9,11.7,2.2,18.8
504304.0,4.2,11.6,4.1,19.9
499222.0,3.1,10.9,3.2,17.2
534756.0,5.3,11.3,2.3,18.9
575315.0,3.7,10.2,4.4,18.3
697094.0,3.0,12.6,3.1,18.7
536079.0,7.1,13.2,2.2,22.5
624900.0,3.9,13.2,3.9,21.0
845808.0,2.2,10.1,2.9,15.2
536533.0,6.3,13.1,2.5,21.9
624431.0,5.1,11.2,3.8,20.1
540763.0,2.9,12.7,2.8,18.4
537829.0,5.8,12.2,2.4,20.4
396933.0,5.8,12.6,4.1,22.5
486594.0,2.5,12.1,3.2,17.8
538078.0,5.5,11.5,2.2,19.2
503006.0,4.3,11.9,3.9,20.1
480760.0,2.2,11.7,2.8,16.7
538896.0,4.2,11.6,2.2,18.0
513478.0,3.7,11.7,4.2,19.6
413032.0,3.9,11.5,3.1,18.5
538964.0,6.5,9.8,2.4,18.7
532534.0,3.7,10.9,4.6,19.200000000000003
558579.0,2.4,11.3,3.5,17.200000000000003
539840.0,5.1,11.4,3.0,19.5
515958.0,3.8,11.6,4.4,19.8
1648293.0,1.5,3.9,1.4,6.800000000000001
540231.0,6.3,10.4,1.9,18.6
1200371.0,3.4,4.5,3.9,11.8
405861.0,4.1,12.7,3.5,20.3
540821.0,4.2,12.0,2.4,18.6
573447.0,3.6,11.4,4.0,19.0
518405.0,2.2,12.2,3.4,17.799999999999997
541507.0,4.8,11.1,2.5,18.4
569960.0,3.3,11.5,4.0,18.8
500361.0,2.9,11.2,3.3,17.4
541702.0,4.5,11.5,2.7,18.7
454378.0,4.3,13.0,3.8,21.1
562453.0,2.5,11.4,3.2,17.1
541846.0,5.0,11.2,2.7,18.9
515396.0,3.1,11.3,4.1,18.5
640714.0,2.4,9.4,3.1,14.9
542125.0,6.3,10.1,2.0,18.4
449680.0,6.3,12.7,3.5,22.5
419449.0,2.9,12.2,3.5,18.6
542642.0,4.6,11.3,2.3,18.2
537813.0,3.7,10.9,4.1,18.700000000000003
534451.0,2.7,9.5,3.1,15.3
542721.0,6.8,9.5,2.3,18.6
843532.0,1.3,8.8,4.9,15.000000000000002
440083.0,3.1,14.1,3.0,20.2
543318.0,6.4,14.2,2.5,23.1
377273.0,6.6,14.6,3.9,25.1
492899.0,2.4,10.9,3.2,16.5
543889.0,4.7,9.4,1.9,16.0
524722.0,3.2,10.8,4.2,18.2
649164.0,2.6,12.3,2.9,17.8
544473.0,5.9,12.8,2.4,21.1
582602.0,4.9,11.5,3.8,20.2
464717.0,2.4,14.1,3.0,19.5
545801.0,4.1,13.2,1.9,19.2
591287.0,3.5,10.7,3.9,18.1
496168.0,2.2,12.7,3.0,17.9
545847.0,5.0,11.2,2.6,18.8
398096.0,6.9,11.8,4.0,22.700000000000003
547668.0,3.0,9.7,2.9,15.6
547580.0,6.6,10.0,2.2,18.8
577050.0,3.7,10.6,4.5,18.8
727363.0,2.7,9.5,2.8,15.0
547946.0,7.3,9.3,2.7,19.3
887884.0,2.4,8.7,4.4,15.5
516549.0,2.7,10.6,2.7,16.0
548833.0,6.8,10.2,2.2,19.2
403120.0,6.7,11.3,4.0,22.0
453341.0,3.5,10.9,3.1,17.5
549830.0,6.6,8.3,2.5,17.4
393287.0,5.7,12.1,4.4,22.200000000000003
466719.0,2.9,9.2,3.1,15.2
550571.0,5.3,9.0,2.5,16.8
668043.0,2.7,10.0,4.8,17.5
621609.0,1.2,11.2,2.9,15.3
551241.0,6.1,12.0,2.2,20.3
609612.0,4.1,8.2,2.9,15.2
551795.0,8.9,8.6,2.0,19.5
684703.0,4.3,8.9,4.4,17.6
490496.0,2.5,12.3,3.1,17.900000000000002
552359.0,4.0,11.6,2.2,17.8
596516.0,2.3,12.1,4.2,18.6
680587.0,1.8,11.1,3.4,16.3
552495.0,5.8,10.9,2.7,19.4
577646.0,3.1,12.0,4.2,19.3
528605.0,2.7,12.3,2.8,17.8
552577.0,4.3,13.3,2.8,20.4
536170.0,5.3,12.3,4.4,22.0
517025.0,2.7,11.3,3.2,17.2
554302.0,5.6,10.9,2.0,18.5
527819.0,4.6,11.6,4.1,20.3
485209.0,2.4,12.4,3.1,17.900000000000002
1589221.0,2.5,7.2,2.8,12.5
554708.0,6.6,10.8,1.2,18.6
572313.0,5.6,9.2,4.0,18.8
500600.0,2.4,14.4,3.3,20.1
554757.0,5.3,12.7,2.2,20.2
457375.0,3.8,13.7,3.8,21.3
544408.0,2.9,11.4,2.9,17.2
554955.0,5.2,11.9,2.5,19.6
569520.0,3.6,11.3,3.8,18.7
518325.0,5.0,8.7,2.4,16.099999999999998
555301.0,11.1,6.0,1.3,18.4
442400.0,3.4,12.4,5.2,21.0
508990.0,3.2,10.3,3.0,16.5
555999.0,5.1,7.4,1.8,14.3
402724.0,6.5,11.8,4.0,22.3
456783.0,3.0,11.8,3.3,18.1
557034.0,4.6,11.5,1.8,17.900000000000002
509518.0,3.4,11.8,4.2,19.4
483095.0,2.0,12.2,3.4,17.599999999999998
557107.0,4.4,11.8,2.5,18.700000000000003
535505.0,3.9,11.0,3.7,18.6
442152.0,2.5,12.8,3.3,18.6
557192.0,4.6,11.4,2.5,18.5
485876.0,4.4,11.8,3.9,20.1
615996.0,3.0,10.3,3.0,16.3
558171.0,7.2,10.8,2.1,20.1
699525.0,3.7,11.0,3.6,18.3
521713.0,3.1,11.2,3.1,17.4
558478.0,6.6,9.5,1.9,18.0
578451.0,5.2,9.0,3.9,18.1
1065937.0,1.0,6.7,2.8,10.5
558822.0,6.4,9.2,2.9,18.5
945466.0,3.2,8.5,4.2,15.9
448255.0,2.7,13.5,3.1,19.3
560421.0,5.3,11.6,2.2,19.1
553577.0,3.1,12.1,3.7,18.9
545080.0,2.2,10.6,3.5,16.3
560720.0,5.8,10.5,2.1,18.4
538424.0,5.0,10.3,4.2,19.5
502972.0,3.2,10.3,3.1,16.6
562065.0,4.8,11.1,2.5,18.4
551889.0,3.3,10.6,4.5,18.4
491841.0,2.4,11.7,3.0,17.1
530465.0,2.9,10.6,3.2,16.7
563695.0,5.5,9.0,2.0,16.5
632644.0,3.4,9.8,4.3,17.5
508713.0,2.4,10.9,3.1,16.400000000000002
563819.0,4.8,10.1,2.2,17.099999999999998
635543.0,3.2,9.5,4.1,16.799999999999997
466902.0,4.1,10.2,3.2,17.5
564872.0,6.0,9.8,2.1,17.900000000000002
468240.0,2.8,11.5,3.2,17.5
564967.0,6.9,10.0,1.9,18.8
626494.0,4.3,10.3,4.0,18.6
447822.0,3.4,10.6,3.4,17.4
565126.0,6.0,9.5,2.1,17.6
535434.0,3.3,10.2,5.0,18.5
492225.0,2.8,11.1,3.0,16.9
565185.0,4.6,11.2,2.4,18.2
514059.0,3.7,11.9,4.0,19.6
405145.0,4.0,13.8,3.5,21.3
565357.0,6.7,12.8,2.7,22.2
315524.0,7.5,13.5,4.6,25.6
669559.0,2.4,6.3,1.5,10.2
565690.0,8.8,4.3,0.8,13.900000000000002
434167.0,7.8,10.4,3.3,21.5
503066.0,2.9,10.9,3.0,16.8
566013.0,6.3,9.0,2.0,17.3
539932.0,3.0,10.1,4.3,17.4
504455.0,1.9,12.5,2.8,17.2
566943.0,4.4,10.4,2.2,17.0
471291.0,4.3,12.5,4.3,21.1
1674267.0,1.5,6.0,2.0,9.5
567375.0,4.9,12.1,2.8,19.8
512759.0,4.1,11.9,4.4,20.4
510398.0,2.0,12.5,3.0,17.5
567643.0,4.3,10.9,2.6,17.8
435544.0,6.2,12.6,4.3,23.1
518012.0,2.7,11.4,3.2,17.3
567697.0,5.7,10.0,2.0,17.7
591692.0,4.0,9.8,3.7,17.5
405675.0,3.3,12.4,3.1,18.8
567713.0,6.0,12.1,2.8,20.9
527030.0,1.9,13.1,3.4,18.4
568036.0,4.1,13.0,2.4,19.5
476109.0,3.7,13.3,3.8,20.8
467150.0,3.5,10.6,3.0,17.1
568430.0,5.8,9.6,1.8,17.2
564480.0,4.7,9.1,4.4,18.200000000000003
650764.0,2.8,9.1,2.5,14.4
568811.0,9.7,7.3,0.5,17.5
497113.0,2.9,10.5,3.1,16.5
570149.0,5.0,11.2,2.2,18.4
441606.0,6.5,9.9,3.7,20.1
645014.0,2.4,8.6,3.1,14.1
572099.0,6.9,9.1,2.3,18.3
560287.0,5.9,10.0,4.0,19.9
508078.0,3.1,13.1,3.1,19.3
573170.0,5.0,13.3,2.3,20.6
405225.0,7.2,12.6,4.0,23.8
1346864.0,1.4,8.0,2.3,11.7
573391.0,5.3,11.9,2.3,19.5
419970.0,5.4,12.6,4.0,22.0
1174501.0,2.2,10.9,3.0,16.1
573442.0,5.0,12.4,2.0,19.4
558958.0,4.1,11.6,4.1,19.8
503520.0,2.0,11.9,3.1,17.0
574306.0,4.0,10.5,2.1,16.6
528728.0,3.5,11.2,4.0,18.7
525617.0,5.1,12.5,3.1,20.700000000000003
575106.0,8.0,11.4,2.1,21.5
488500.0,8.2,11.6,4.2,24.0
882114.0,2.0,7.7,2.9,12.6
575144.0,8.3,9.6,2.2,20.1
713030.0,3.4,10.2,4.8,18.4
496937.0,2.7,10.8,3.5,17.0
575355.0,4.6,10.7,2.5,17.799999999999997
533959.0,3.9,12.3,4.3,20.5
640567.0,2.7,8.8,3.2,14.7
575414.0,4.6,11.0,1.9,17.5
666735.0,2.7,9.0,2.1,13.8
576044.0,8.0,7.3,1.7,17.0
729256.0,1.4,6.6,2.3,10.3
576320.0,8.6,8.1,1.1,17.8
520230.0,3.0,11.8,4.2,19.0
421662.0,5.2,10.1,3.3,18.6
576476.0,5.2,9.9,2.8,17.900000000000002
535276.0,4.4,10.3,4.9,19.6
905716.0,1.7,11.3,2.6,15.6
577397.0,4.4,10.7,2.2,17.3
573691.0,4.7,13.0,3.9,21.6
515064.0,2.2,11.0,3.1,16.3
577734.0,5.1,10.5,2.2,17.8
590544.0,2.8,11.5,4.2,18.5
439788.0,4.0,11.3,3.1,18.4
578671.0,5.2,11.0,2.3,18.5
469835.0,2.4,12.5,3.3,18.2
579059.0,4.0,11.8,2.0,17.8
564279.0,3.1,11.6,4.1,18.8
444219.0,2.9,12.8,3.8,19.5
579262.0,5.1,11.3,2.3,18.7
624572.0,3.2,11.0,4.3,18.5
493625.0,1.9,13.5,3.1,18.5
580029.0,3.9,11.0,2.3,17.2
563283.0,2.8,11.4,4.3,18.5
480754.0,2.8,10.7,3.2,16.7
580442.0,5.3,10.4,1.8,17.5
646815.0,3.0,10.0,3.9,16.9
535714.0,2.0,12.0,3.4,17.4
580832.0,4.9,13.2,2.2,20.3
556799.0,3.4,12.5,3.9,19.8
557251.0,3.5,9.8,3.2,16.5
1025952.0,-1.2,8.8,1.0,8.600000000000001
581807.0,5.0,10.3,0.0,15.3
630838.0,0.0,5.5,4.8,10.3
497159.0,4.3,9.1,2.9,16.299999999999997
581985.0,5.6,8.8,2.1,16.5
586020.0,3.1,10.2,4.6,17.9
500504.0,3.1,10.3,3.1,16.5
582334.0,5.5,11.5,1.8,18.8
518121.0,4.3,12.1,4.0,20.4
527433.0,2.3,11.9,3.1,17.3
582484.0,5.1,10.3,2.4,17.8
551975.0,3.5,11.1,3.7,18.3
445332.0,3.3,11.7,3.1,18.1
582742.0,3.5,11.4,2.3,17.2
517145.0,2.3,11.8,4.6,18.700000000000003
503762.0,2.6,12.1,3.4,18.1
583797.0,4.5,10.7,2.0,17.2
571785.0,2.7,12.0,4.0,18.7
477057.0,2.8,11.5,3.0,17.3
584072.0,3.9,11.6,2.5,18.0
574120.0,2.7,11.3,3.4,17.4
584661.0,5.7,11.8,2.1,19.6
457290.0,5.7,11.8,4.2,21.7
493612.0,3.3,10.8,3.2,17.3
584902.0,5.3,9.7,2.1,17.1
511218.0,4.2,12.0,3.9,20.1
1275019.0,1.6,8.4,2.8,12.8
585053.0,4.6,10.8,2.2,17.6
592144.0,6.1,10.1,3.9,20.1
654194.0,-0.2,8.5,5.0,13.3
585079.0,2.5,13.3,3.5,19.3
418889.0,2.9,13.6,3.4,19.9
586739.0,4.6,11.3,2.3,18.2
456933.0,4.7,12.8,3.9,21.4
472117.0,2.4,12.4,3.4,18.2
587454.0,4.9,10.6,2.0,17.5
592601.0,3.9,10.0,3.9,17.8
518211.0,2.0,9.6,3.0,14.6
588033.0,5.8,9.3,2.1,17.200000000000003
672692.0,2.1,9.5,4.4,16.0
633637.0,2.5,9.3,2.5,14.3
588182.0,5.6,10.7,1.6,17.9
497962.0,3.6,11.5,3.3,18.4
589501.0,6.4,10.4,2.0,18.8
605346.0,4.1,10.2,4.2,18.5
568271.0,1.4,11.3,3.1,15.8
589671.0,4.4,11.0,2.1,17.5
571107.0,3.1,11.4,4.1,18.6
588814.0,2.3,11.5,3.2,17.0
589946.0,7.0,12.8,2.5,22.3
364107.0,7.6,13.6,4.3,25.5
534499.0,2.7,10.0,2.7,15.4
591164.0,5.4,8.5,1.6,15.5
574732.0,4.3,10.2,4.0,18.5
494469.0,2.1,12.4,3.3,17.8
591292.0,3.9,11.2,2.0,17.1
595838.0,3.1,10.6,4.4,18.1
803053.0,1.1,10.2,3.6,14.9
591648.0,4.5,13.3,2.5,20.3
792452.0,2.5,11.6,3.5,17.6
443716.0,3.2,10.6,3.1,16.900000000000002
592260.0,5.4,9.2,2.4,17.0
618158.0,3.7,9.8,4.3,17.8
758853.0,2.3,6.2,2.0,10.5
592913.0,6.8,8.0,1.4,16.2
423990.0,9.0,9.9,3.9,22.8
550768.0,2.8,11.7,3.4,17.9
592935.0,5.3,10.2,2.1,17.6
553895.0,4.0,11.5,3.9,19.4
488255.0,2.6,11.8,3.4,17.8
593457.0,4.6,10.4,2.3,17.3
564244.0,3.6,10.4,4.3,18.3
505783.0,2.8,12.0,3.1,17.900000000000002
593687.0,4.5,11.2,2.4,18.1
559380.0,3.2,11.2,3.7,18.1
1388839.0,3.5,4.9,2.0,10.4
595853.0,4.5,10.0,1.9,16.4
596102.0,7.4,9.8,5.1,22.300000000000004
774273.0,2.3,9.3,3.1,14.7
596108.0,5.4,12.0,1.8,19.2
777847.0,3.1,10.7,3.8,17.599999999999998
557753.0,1.7,12.6,3.3,17.599999999999998
596809.0,4.4,12.6,2.5,19.5
443617.0,4.8,13.5,3.6,21.9
589330.0,1.8,11.0,2.9,15.7
597014.0,5.0,10.7,2.8,18.5
488033.0,3.9,13.6,3.9,21.4
577944.0,2.2,9.9,3.4,15.500000000000002
598766.0,5.1,11.1,2.1,18.3
622390.0,2.7,11.8,3.3,17.8
516777.0,2.4,10.9,3.3,16.6
375214.0,3.8,14.9,3.2,21.9
599802.0,8.2,13.9,2.2,24.3
258461.0,9.7,15.0,4.2,28.9
594154.0,1.8,10.4,3.2,15.400000000000002
600206.0,3.8,13.8,1.9,19.5
973163.0,1.4,10.0,3.8,15.2
515058.0,1.4,11.5,3.4,16.3
600273.0,4.3,12.3,1.5,18.1
1184043.0,1.1,9.1,3.5,13.7
563291.0,2.7,10.6,3.2,16.5
600283.0,4.9,10.8,2.4,18.1
550014.0,3.7,12.1,3.8,19.6
544925.0,2.1,10.6,3.1,15.8
600492.0,3.3,11.5,2.2,17.0
601089.0,3.1,10.7,4.0,17.799999999999997
721720.0,1.4,9.5,3.2,14.1
600842.0,4.5,11.1,1.7,17.3
597010.0,2.7,10.2,4.3,17.2
555051.0,2.7,10.7,3.1,16.5
601720.0,4.2,11.0,2.6,17.8
541862.0,3.5,10.5,4.2,18.2
1514564.0,1.4,6.6,2.7,10.7
601928.0,4.6,9.4,3.2,17.2
771232.0,4.2,8.1,3.7,16.0
427942.0,6.2,8.8,2.7,17.7
602935.0,5.3,9.0,2.0,16.3
730265.0,4.0,7.4,3.5,14.9
596437.0,2.9,9.0,2.9,14.8
603024.0,5.0,9.2,2.0,16.2
536926.0,4.1,10.4,4.5,19.0
607030.0,3.3,9.1,2.6,14.999999999999998
603317.0,5.6,8.9,2.1,16.6
665376.0,4.7,8.7,3.6,17.0
528335.0,2.6,10.9,3.0,16.5
603418.0,4.4,9.5,2.4,16.3
535037.0,3.5,11.6,4.2,19.3
612098.0,2.4,10.6,3.1,16.1
603788.0,6.3,9.1,1.9,17.299999999999997
597250.0,5.5,9.5,4.0,19.0
476806.0,2.8,10.2,3.2,16.2
603899.0,5.1,9.1,2.4,16.599999999999998
642807.0,2.8,9.5,4.5,16.8
605824.0,3.2,8.3,3.0,14.5
604209.0,8.0,7.0,2.1,17.1
708203.0,3.4,8.0,3.8,15.2
552640.0,2.7,11.3,3.1,17.1
605321.0,4.8,11.4,2.2,18.4
581901.0,3.1,11.5,4.1,18.7
695071.0,2.1,9.7,3.1,14.9
605844.0,5.7,9.7,1.7,17.099999999999998
563801.0,2.9,12.9,3.3,19.1
606045.0,4.7,13.4,2.4,20.5
405655.0,5.9,14.1,4.4,24.4
635880.0,2.0,11.2,3.2,16.4
606855.0,5.4,11.2,2.3,18.9
440645.0,4.3,14.1,3.7,22.1
554406.0,2.4,11.5,3.2,17.1
608093.0,4.5,11.2,2.2,17.9
563971.0,3.3,11.6,3.7,18.6
532762.0,2.3,10.8,3.2,16.3
602326.0,2.6,10.3,3.2,16.1
650621.0,1.7,9.8,3.2,14.7
608750.0,4.3,10.0,2.1,16.400000000000002
671058.0,3.5,9.9,3.9,17.3
560474.0,3.0,9.4,2.8,15.2
609251.0,4.4,10.3,1.7,16.400000000000002
605872.0,3.4,10.8,4.0,18.200000000000003
682432.0,1.2,7.2,3.6,12.0
609282.0,6.8,11.8,3.3,21.9
647645.0,4.7,8.5,5.2,18.4
585143.0,3.1,11.1,3.1,17.3
611913.0,5.2,10.2,2.2,17.599999999999998
594447.0,5.9,9.8,4.4,20.1
484468.0,5.4,10.1,2.0,17.5
612099.0,5.0,8.5,0.1,13.6
631677.0,1.9,10.0,3.3,15.2
484017.0,3.0,11.4,2.8,17.2
612884.0,5.0,10.1,2.3,17.4
619425.0,3.6,10.4,3.8,17.8
545799.0,1.9,11.5,3.4,16.8
613555.0,4.9,9.8,1.7,16.400000000000002
644275.0,2.2,9.5,4.5,16.2
479124.0,3.7,11.4,3.1,18.200000000000003
613855.0,5.4,9.5,1.8,16.7
607936.0,3.6,9.9,4.0,17.5
743945.0,0.4,6.8,2.6,9.8
614322.0,4.0,10.3,1.6,15.9
504188.0,4.8,11.2,3.5,19.5
514180.0,2.3,12.3,3.0,17.6
614658.0,5.2,11.2,1.4,17.799999999999997
499252.0,2.6,11.5,3.1,17.2
614809.0,5.0,10.1,1.9,17.0
645655.0,4.0,10.0,3.8,17.8
489736.0,2.7,12.2,3.0,17.9
615113.0,6.6,9.9,1.7,18.2
423812.0,6.8,11.2,3.7,21.7
356617.0,4.9,12.6,3.2,20.7
615636.0,5.0,10.8,2.1,17.900000000000002
649609.0,2.6,11.4,4.2,18.2
559482.0,3.0,7.6,2.8,13.4
615795.0,7.6,6.3,1.7,15.599999999999998
570922.0,3.9,7.6,4.2,15.7
528514.0,2.4,10.3,3.1,15.8
616733.0,4.9,9.9,2.0,16.8
613881.0,2.6,10.9,4.1,17.6
542669.0,2.8,10.4,3.1,16.3
617066.0,6.0,8.5,2.1,16.6
630404.0,3.7,9.7,3.8,17.2
447795.0,2.3,12.7,3.4,18.4
575014.0,2.2,10.1,2.8,15.1
619322.0,4.8,10.3,1.8,16.900000000000002
645894.0,2.2,10.3,4.1,16.6
476937.0,4.3,10.6,3.5,18.4
619805.0,4.2,9.7,2.2,16.099999999999998
567711.0,2.8,9.1,4.5,16.4
498987.0,3.7,10.2,3.2,17.099999999999998
620028.0,7.0,10.2,1.6,18.8
673014.0,5.8,8.6,4.2,18.6
549140.0,2.1,10.8,3.2,16.1
620153.0,3.8,10.5,2.2,16.5
640485.0,4.1,9.6,4.0,17.7
529600.0,2.3,11.7,3.0,17.0
620419.0,4.0,11.8,2.2,18.0
609467.0,3.1,11.8,3.9,18.8
1114386.0,1.6,9.0,2.8,13.4
620824.0,5.4,12.6,1.8,19.8
437125.0,5.1,12.3,3.9,21.3
534429.0,2.5,11.6,3.1,17.2
622619.0,4.1,10.9,2.3,17.3
542125.0,2.4,11.3,4.8,18.5
551289.0,2.6,11.7,3.3,17.599999999999998
622670.0,4.0,11.2,1.9,17.099999999999998
550829.0,3.1,12.1,4.0,19.2
488722.0,2.6,11.8,3.0,17.4
624556.0,4.0,9.7,2.1,15.8
699077.0,3.8,8.9,3.6,16.3
598776.0,2.5,11.5,3.1,17.1
624675.0,4.1,11.6,2.2,17.9
604117.0,3.4,10.7,3.9,18.0
550069.0,1.8,12.1,3.4,17.3
625669.0,3.7,10.1,2.1,15.9
615479.0,2.5,10.9,4.0,17.4
556013.0,2.1,11.2,2.8,16.099999999999998
625698.0,4.0,10.7,2.2,16.9
639668.0,2.3,11.0,4.1,17.4
614460.0,2.0,9.7,3.1,14.8
625855.0,5.2,9.0,2.0,16.2
638851.0,2.4,10.1,4.1,16.6
595872.0,2.4,9.7,3.0,15.1
626453.0,5.6,8.6,1.6,15.8
653120.0,5.5,8.4,4.2,18.1
551639.0,2.7,11.7,3.1,17.5
626587.0,5.1,10.1,1.7,16.9
600069.0,5.3,8.5,3.4,17.2
607256.0,3.6,8.6,2.4,14.6
627615.0,4.3,9.7,1.7,15.7
672464.0,2.5,5.7,3.3,11.5
627645.0,6.9,8.9,1.8,17.6
365803.0,6.5,10.0,4.8,21.3
760143.0,2.2,7.2,2.5,11.9
627661.0,5.2,8.8,2.2,16.2
674575.0,4.4,7.2,3.8,15.400000000000002
513315.0,2.6,10.6,3.0,16.2
629250.0,7.6,8.3,1.4,17.3
558500.0,4.6,8.9,4.0,17.5
587436.0,1.8,11.5,3.4,16.7
629457.0,2.8,10.9,2.5,16.2
543514.0,1.8,11.8,4.9,18.5
566478.0,2.9,9.1,3.2,15.2
629838.0,4.1,9.2,1.9,15.2
603973.0,2.7,10.7,4.0,17.4
791487.0,1.7,10.3,2.7,14.7
630550.0,4.2,10.4,2.6,17.200000000000003
610519.0,3.6,10.3,4.4,18.3
568776.0,2.9,12.3,3.1,18.3
630919.0,4.4,11.3,2.1,17.8
534358.0,4.4,12.1,3.7,20.2
535146.0,3.2,10.4,2.8,16.400000000000002
631143.0,5.5,10.0,1.8,17.3
654836.0,4.1,10.2,4.0,18.3
582044.0,2.7,9.5,3.0,15.2
631542.0,4.9,9.9,2.2,17.0
689169.0,4.6,10.1,4.0,18.7
555874.0,1.8,11.9,3.1,16.8
632311.0,5.3,9.9,2.0,17.2
607779.0,3.3,11.1,3.7,18.1
554206.0,2.5,11.0,3.2,16.7
633122.0,3.9,8.9,2.5,15.3
581876.0,2.2,10.1,4.1,16.4
596950.0,3.7,9.9,3.4,17.0
633380.0,6.2,10.1,2.2,18.5
569631.0,2.0,12.8,3.5,18.3
633446.0,2.2,15.2,3.1,20.5
784569.0,4.0,9.3,3.2,16.5
838922.0,1.2,8.0,2.9,12.1
633858.0,5.5,10.3,1.6,17.400000000000002
664164.0,2.7,8.7,4.1,15.499999999999998
546465.0,3.3,9.8,2.9,16.0
634000.0,5.6,9.8,1.6,17.0
630911.0,3.9,10.1,3.6,17.6
587781.0,2.2,12.1,3.0,17.3
634331.0,5.0,11.6,2.5,19.1
551816.0,3.3,12.5,3.8,19.6
555544.0,1.7,11.3,3.0,16.0
635230.0,3.5,10.8,2.3,16.6
640308.0,3.5,10.0,4.2,17.7
560188.0,1.6,12.2,3.1,16.9
635269.0,3.6,10.8,2.3,16.7
495001.0,3.5,12.3,4.0,19.8
564409.0,2.0,11.7,3.2,16.9
635523.0,4.0,11.0,2.3,17.3
636999.0,2.9,10.8,3.9,17.6
628969.0,2.7,9.0,3.2,14.9
635785.0,5.1,10.3,1.9,17.3
641795.0,3.2,9.8,3.6,16.6
948318.0,2.6,6.3,2.2,11.1
636189.0,5.1,9.1,1.8,16.0
600425.0,3.2,9.9,4.5,17.6
597240.0,2.8,10.2,2.9,15.9
636757.0,4.5,9.4,2.0,15.9
606542.0,3.4,11.0,3.9,18.3
528334.0,3.1,10.7,3.0,16.799999999999997
638760.0,5.3,11.0,2.0,18.3
493383.0,6.0,9.8,4.2,20.0
486558.0,3.4,9.8,3.0,16.200000000000003
639026.0,4.9,9.1,1.9,15.9
664955.0,3.9,9.2,4.0,17.1
481646.0,5.0,8.8,3.1,16.900000000000002
639478.0,6.7,8.2,1.9,16.799999999999997
742081.0,4.0,8.3,4.4,16.700000000000003
491382.0,2.2,11.8,3.1,17.1
639712.0,3.8,11.3,1.9,17.0
661209.0,2.6,10.1,3.9,16.599999999999998
573234.0,1.8,12.2,3.0,17.0
640337.0,4.1,10.7,1.9,16.7
557077.0,3.2,11.9,4.1,19.200000000000003
560542.0,2.4,10.0,3.1,15.5
641685.0,5.2,9.9,2.1,17.200000000000003
657011.0,3.6,10.0,4.0,17.6
517735.0,2.8,10.9,3.2,16.9
641832.0,4.0,11.0,2.1,17.1
715978.0,3.5,8.8,4.2,16.5
639582.0,2.6,9.1,2.8,14.5
642222.0,5.4,9.5,1.3,16.2
625868.0,5.5,8.3,4.3,18.1
527846.0,2.8,11.0,3.2,17.0
642346.0,4.7,10.3,2.0,17.0
671408.0,3.6,9.5,4.2,17.3
1277139.0,1.0,9.1,2.7,12.8
643547.0,4.0,11.8,2.2,18.0
576011.0,3.6,11.1,4.3,19.0
566322.0,2.1,11.8,3.2,17.1
643969.0,3.7,11.2,2.2,17.099999999999998
616038.0,3.3,10.8,4.1,18.200000000000003
569054.0,2.1,11.0,3.1,16.2
644491.0,3.9,10.6,1.8,16.3
671876.0,3.5,10.5,4.0,18.0
544083.0,1.9,12.0,3.3,17.2
645321.0,4.2,11.2,2.0,17.4
750493.0,2.0,8.3,3.2,13.5
646485.0,5.0,8.9,2.2,16.1
588616.0,4.5,11.7,4.3,20.5
801406.0,2.8,8.4,2.7,13.9
646771.0,5.0,9.7,1.6,16.3
857045.0,2.2,10.1,3.7,16.0
569951.0,2.7,10.5,3.0,16.2
647256.0,4.7,9.2,2.3,16.2
665176.0,2.8,10.1,4.2,17.099999999999998
558056.0,2.4,10.0,3.1,15.5
647874.0,5.4,9.5,1.6,16.5
650730.0,3.2,9.6,4.5,17.3
602706.0,3.3,9.0,2.9,15.2
647926.0,6.2,9.5,2.0,17.7
372850.0,7.8,10.5,4.2,22.5
512374.0,2.8,10.7,3.2,16.7
648421.0,5.1,9.6,1.9,16.599999999999998
689278.0,3.6,9.3,4.0,16.9
734098.0,1.2,8.3,2.6,12.1
648843.0,6.0,9.2,2.6,17.8
548001.0,2.7,14.9,3.5,21.1
623438.0,1.8,10.0,3.0,14.8
650962.0,3.7,10.4,1.7,15.8
579044.0,2.6,11.9,3.9,18.4
535003.0,2.1,11.5,3.2,16.8
652014.0,4.9,9.5,2.1,16.5
603100.0,3.3,10.5,3.6,17.400000000000002
691904.0,3.1,9.9,2.9,15.9
652078.0,5.3,9.6,2.1,17.0
536930.0,2.6,11.3,4.8,18.7
772403.0,3.2,7.0,3.1,13.3
652607.0,5.8,8.9,2.3,17.0
618960.0,4.4,9.6,3.8,17.8
1544105.0,1.4,4.1,2.5,8.0
652764.0,5.8,9.7,1.4,16.9
807868.0,3.6,7.3,3.8,14.7
790317.0,1.3,8.2,3.1,12.6
654620.0,4.1,9.7,2.1,15.9
525535.0,4.3,11.4,4.4,20.1
449187.0,2.9,12.3,3.3,18.5
655130.0,4.0,9.8,2.2,16.0
