basari_sirasi,ayt_matematik,ayt_kimya,ayt_biyoloji,ayt_fizik,toplam_net
243649.0,8.6,2.7,5.4,2.8,19.500000000000004
243221.0,15.4,3.6,4.9,3.3,27.2
229209.0,15.7,4.9,4.8,2.3,27.700000000000003
230793.0,8.8,2.8,4.0,4.4,20.0
243323.0,14.1,2.3,4.0,4.2,24.6
297250.0,8.3,2.6,4.1,4.7,19.7
243635.0,13.4,3.8,4.1,6.3,27.6
272214.0,16.8,4.5,2.6,2.0,25.9
95823.0,19.2,6.7,8.1,10.0,44.0
243820.0,24.6,7.7,6.6,9.5,48.400000000000006
52897.0,33.9,9.7,8.9,9.7,62.19999999999999
236908.0,10.7,4.5,5.5,2.6,23.3
243830.0,14.7,4.0,5.8,2.5,27.0
238540.0,18.8,4.6,5.0,1.5,29.9
290976.0,10.1,2.6,4.3,4.8,21.8
243874.0,16.0,4.6,4.3,7.0,31.9
199552.0,20.8,5.6,5.1,4.7,36.2
258752.0,6.4,3.6,7.4,3.2,20.6
243959.0,11.3,5.2,4.8,5.6,26.9
174124.0,18.4,7.6,6.4,1.6,34.0
223384.0,10.3,3.1,5.3,3.9,22.6
243997.0,17.1,4.1,4.5,4.7,30.4
203411.0,20.4,5.5,4.7,2.8,33.4
299284.0,8.4,2.5,5.5,2.8,19.2
244127.0,16.8,4.2,4.4,4.8,30.2
228676.0,17.9,5.0,4.7,3.4,31.0
249284.0,11.1,2.2,3.6,3.7,20.6
244204.0,15.0,5.0,5.2,5.0,30.2
238221.0,18.5,5.3,3.7,2.8,30.3
239267.0,11.5,2.3,4.8,1.9,20.5
244398.0,16.2,3.4,5.6,2.2,27.399999999999995
240375.0,9.7,2.3,5.2,2.9,20.1
244637.0,15.9,3.5,4.3,3.7,27.4
231748.0,16.4,5.1,4.7,2.2,28.4
197649.0,10.9,3.7,5.6,6.4,26.6
244640.0,16.8,3.7,4.1,6.9,31.5
289781.0,14.1,3.4,3.6,2.8,23.9
243428.0,8.9,2.7,5.4,3.3,20.3
244913.0,14.8,4.0,4.5,3.8,27.1
235793.0,16.5,4.5,4.2,2.3,27.5
247343.0,8.5,3.1,5.9,2.9,20.4
245279.0,15.7,4.2,4.8,2.6,27.3
233630.0,17.1,5.8,4.6,2.0,29.5
228685.0,9.9,2.6,5.3,3.4,21.2
245410.0,14.5,4.0,4.7,4.5,27.7
252990.0,15.6,4.4,4.1,2.1,26.200000000000003
286847.0,11.5,3.3,5.4,5.8,26.000000000000004
245498.0,13.9,4.4,4.2,6.5,29.0
238939.0,9.7,2.2,4.9,4.9,21.7
245509.0,15.4,3.9,3.6,6.4,29.300000000000004
272330.0,15.7,5.0,4.4,3.4,28.5
241723.0,9.1,2.9,4.8,4.2,21.0
245637.0,16.2,4.2,4.8,3.9,29.1
239934.0,9.8,2.8,5.4,4.3,22.3
245776.0,15.3,4.4,4.2,4.6,28.5
241302.0,17.4,4.3,3.9,2.8,28.4
222843.0,10.3,2.5,3.9,5.2,21.9
245837.0,14.3,4.5,4.7,4.7,28.2
264644.0,17.9,5.1,3.1,2.6,28.700000000000003
237834.0,9.4,3.4,4.4,3.4,20.6
246043.0,17.2,2.0,2.9,5.2,27.3
245933.0,12.6,4.5,3.2,3.0,23.3
237879.0,10.0,2.8,4.5,4.1,21.4
246084.0,15.1,3.2,4.1,5.7,28.1
292393.0,15.2,3.3,4.0,3.1,25.6
244058.0,10.5,2.9,4.8,3.7,21.9
246549.0,16.4,2.0,4.0,3.8,26.2
246253.0,17.3,6.3,3.8,2.5,29.9
282914.0,10.1,2.9,5.1,5.5,23.6
247190.0,14.3,3.6,4.2,7.1,29.200000000000003
288343.0,13.5,2.8,2.8,3.0,22.1
299207.0,8.9,2.6,4.4,4.5,20.4
247243.0,16.3,4.7,4.0,5.3,30.3
231784.0,16.5,4.6,5.4,3.5,30.0
245249.0,10.7,3.4,4.6,5.9,24.6
247368.0,16.6,3.9,3.8,6.7,31.0
286657.0,15.5,4.1,3.2,3.7,26.5
296926.0,9.3,1.9,4.4,3.9,19.5
247390.0,17.2,3.0,3.4,6.2,29.8
265703.0,15.6,4.2,3.6,2.7,26.1
247452.0,13.1,2.0,6.1,5.5,26.7
223023.0,11.5,3.0,4.3,4.0,22.8
247547.0,14.2,3.1,4.0,6.2,27.5
297334.0,7.7,2.1,5.8,2.9,18.5
248061.0,13.6,3.8,5.2,4.2,26.8
257103.0,13.9,4.9,5.4,2.9,27.1
249928.0,11.8,2.5,4.3,3.9,22.5
248209.0,17.1,4.3,4.1,4.3,29.8
279491.0,17.1,4.0,3.0,2.1,26.200000000000003
245671.0,8.0,3.0,5.7,2.8,19.5
248308.0,14.8,4.0,4.7,3.1,26.6
236312.0,16.2,5.1,4.4,2.2,27.899999999999995
266676.0,7.5,1.0,7.0,4.8,20.3
248328.0,13.6,5.3,3.9,5.7,28.5
269426.0,11.0,5.4,3.3,5.4,25.1
246393.0,8.7,2.8,5.0,3.3,19.8
248413.0,15.2,4.0,4.5,2.6,26.3
234872.0,17.0,5.0,4.5,1.9,28.4
298000.0,9.6,2.6,3.9,4.6,20.7
248422.0,15.4,3.3,4.1,5.7,28.5
245733.0,15.9,4.6,3.9,2.9,27.3
245300.0,8.4,3.0,5.8,3.2,20.4
248529.0,13.8,4.1,5.1,3.5,26.5
238074.0,15.3,5.5,4.5,2.1,27.4
228420.0,11.6,2.5,4.4,5.0,23.5
248700.0,17.9,2.7,2.9,5.1,28.599999999999994
278021.0,14.6,3.0,5.0,3.0,25.6
168726.0,11.0,1.0,4.5,6.0,22.5
248794.0,16.0,3.3,2.6,5.3,27.200000000000003
243622.0,9.8,2.9,5.3,3.9,21.9
248822.0,14.8,3.7,5.1,4.7,28.3
218446.0,17.5,5.3,4.7,3.0,30.5
237754.0,9.9,1.9,5.0,3.9,20.7
248826.0,14.5,3.1,4.6,3.8,26.000000000000004
266103.0,16.5,5.4,3.9,1.9,27.7
299426.0,7.7,2.4,5.0,4.0,19.1
248980.0,14.5,4.6,5.9,3.8,28.8
242756.0,16.1,5.4,4.0,2.7,28.2
267744.0,8.7,2.4,4.3,4.3,19.7
249038.0,15.0,4.7,3.4,6.1,29.2
269979.0,15.1,3.5,3.6,3.7,25.9
264509.0,9.0,2.5,5.2,3.2,19.9
249112.0,15.2,4.1,4.5,4.8,28.6
242919.0,15.8,4.5,4.7,2.3,27.3
291863.0,9.0,3.9,5.8,2.8,21.5
249281.0,16.5,4.3,4.7,3.8,29.3
243950.0,19.2,4.9,4.8,1.9,30.8
230634.0,11.0,1.4,5.0,5.1,22.5
249640.0,16.6,5.9,4.4,2.6,29.5
245524.0,11.1,3.1,3.9,4.7,22.8
249666.0,14.9,3.6,4.4,5.0,27.9
266360.0,16.0,3.4,3.3,2.9,25.6
243823.0,10.2,2.5,3.7,5.0,21.4
249677.0,15.4,3.0,4.1,6.1,28.6
295272.0,12.8,2.8,4.3,2.9,22.8
235526.0,8.8,3.4,6.1,4.3,22.6
249816.0,15.6,4.9,4.6,4.3,29.4
244766.0,15.7,5.5,4.5,2.9,28.6
296222.0,9.2,2.8,5.3,4.1,21.4
249830.0,16.4,4.0,3.9,5.2,29.5
252216.0,16.1,5.4,4.0,3.5,29.0
206133.0,12.5,0.5,3.5,0.8,17.3
249922.0,14.4,4.1,4.3,3.1,25.9
249864.0,9.8,2.4,4.5,3.5,20.200000000000003
249817.0,16.1,3.1,3.5,4.5,27.200000000000003
245461.0,16.8,4.4,3.7,2.8,27.700000000000003
299677.0,8.3,1.8,4.6,3.4,18.1
250043.0,15.9,4.0,4.2,5.1,29.2
285761.0,16.0,4.2,3.7,2.3,26.2
250175.0,8.6,1.8,5.6,3.4,19.4
250055.0,14.1,3.5,4.2,5.9,27.700000000000003
198735.0,18.4,6.3,4.7,2.5,31.9
285276.0,8.0,2.0,3.0,4.8,17.8
250066.0,16.6,4.7,4.4,6.1,31.800000000000004
214420.0,10.3,2.8,6.3,5.5,24.9
250153.0,13.9,3.3,4.4,5.4,27.0
259899.0,15.9,3.7,3.9,4.7,28.2
270905.0,10.1,2.6,4.5,4.3,21.5
250260.0,17.3,3.6,3.8,4.1,28.800000000000004
278559.0,16.9,3.8,3.6,1.9,26.2
248216.0,8.8,2.8,5.2,2.9,19.7
250374.0,14.6,3.8,4.6,2.6,25.6
237495.0,16.5,5.0,4.6,1.8,27.9
265414.0,10.4,2.1,2.1,7.9,22.5
250378.0,12.3,2.1,4.0,4.3,22.7
257712.0,10.4,2.4,3.1,1.0,16.9
250485.0,15.7,3.1,4.5,1.2,24.5
254362.0,17.1,4.6,3.6,1.2,26.500000000000004
270244.0,7.8,0.8,4.9,5.9,19.4
250493.0,14.4,3.4,3.8,5.3,26.9
226941.0,14.9,4.9,4.2,6.9,30.9
298046.0,9.1,2.7,4.7,4.3,20.8
250623.0,15.2,4.5,4.2,5.3,29.2
265461.0,16.8,4.5,4.6,3.3,29.2
218096.0,9.6,3.8,5.7,5.1,24.2
250798.0,13.9,4.0,3.5,5.3,26.7
296671.0,12.0,3.4,3.6,2.8,21.8
281118.0,10.3,3.5,6.0,4.6,24.4
250849.0,19.1,5.4,5.7,6.0,36.2
261988.0,8.6,2.4,5.2,3.3,19.5
251143.0,14.6,3.5,4.4,4.7,27.2
236929.0,16.2,5.0,4.4,2.6,28.200000000000003
231895.0,8.7,3.0,5.8,5.0,22.5
251393.0,14.1,5.7,4.9,3.6,28.300000000000004
286418.0,13.8,4.8,3.6,1.6,23.800000000000004
250480.0,8.6,3.2,5.5,2.0,19.3
251398.0,15.8,4.2,4.7,2.1,26.8
237699.0,16.2,5.6,4.3,1.7,27.8
250815.0,7.5,3.3,5.6,2.3,18.7
251564.0,14.3,4.6,5.1,2.2,26.2
238669.0,15.1,5.6,4.9,2.3,27.9
244991.0,9.8,2.2,4.5,4.3,20.8
251739.0,15.0,3.4,4.7,5.9,29.0
292205.0,13.4,3.3,3.6,2.9,23.2
288524.0,9.2,2.2,3.4,4.5,19.3
251981.0,15.4,3.7,2.8,5.3,27.200000000000003
253547.0,9.6,1.6,3.9,3.2,18.3
252320.0,17.1,3.6,4.6,3.1,28.40000000000001
208657.0,16.4,6.6,5.0,1.5,29.5
243087.0,9.1,1.5,6.7,2.9,20.2
252350.0,13.7,3.8,5.2,4.4,27.1
215458.0,14.4,5.6,5.3,3.3,28.6
276628.0,8.5,2.1,4.8,3.2,18.6
252458.0,14.8,3.8,4.4,4.5,27.5
259742.0,14.2,5.2,4.5,2.3,26.2
238489.0,8.8,2.8,5.2,5.0,21.8
252483.0,15.4,4.2,4.2,5.4,29.200000000000003
297914.0,14.3,3.4,3.9,2.7,24.3
236785.0,13.4,2.8,4.2,3.3,23.7
252640.0,16.6,3.4,4.1,4.0,28.1
234336.0,16.9,3.7,3.7,2.1,26.4
111308.0,18.4,6.3,7.7,9.0,41.4
279747.0,10.4,2.4,4.4,5.5,22.700000000000003
252747.0,15.3,4.2,4.8,6.1,30.4
281407.0,15.6,4.1,3.8,3.6,27.1
293987.0,10.2,2.5,4.3,3.6,20.6
252839.0,14.9,4.3,4.8,5.7,29.7
249786.0,12.2,1.9,4.6,3.5,22.2
252859.0,12.4,4.3,4.4,7.4,28.5
255895.0,15.6,2.9,4.4,2.7,25.6
253797.0,8.1,3.4,4.7,3.6,19.8
252989.0,13.8,5.2,5.1,4.4,28.5
265229.0,19.4,4.1,3.4,2.6,29.5
231826.0,11.0,2.7,4.4,5.5,23.6
253064.0,15.0,3.1,3.8,4.8,26.700000000000003
272405.0,14.0,3.3,4.1,2.6,24.0
220315.0,8.8,2.1,5.0,3.8,19.7
253125.0,13.8,3.9,2.8,5.0,25.5
294592.0,8.6,1.1,5.1,1.6,16.4
253225.0,15.6,3.3,4.0,1.5,24.4
259348.0,21.3,3.4,4.9,0.5,30.1
253897.0,9.5,2.4,4.8,3.7,20.4
253603.0,16.2,3.1,4.6,3.0,26.9
240148.0,17.1,4.6,4.4,3.2,29.3
244348.0,8.8,5.1,4.7,4.2,22.8
253742.0,13.8,4.8,5.8,5.4,29.800000000000004
274785.0,14.4,1.8,3.9,1.8,21.9
254281.0,10.9,2.1,5.0,4.7,22.7
253921.0,16.5,3.8,4.4,6.0,30.700000000000003
269078.0,15.6,4.9,2.7,3.6,26.8
298350.0,7.6,2.2,4.3,3.0,17.1
253927.0,16.4,4.5,4.1,4.4,29.4
243586.0,17.8,4.1,4.3,3.2,29.4
252644.0,9.6,2.3,4.7,3.5,20.1
254053.0,14.1,3.4,4.3,4.5,26.3
285790.0,13.7,4.0,4.2,2.1,24.0
248968.0,9.4,2.3,3.9,4.5,20.1
254111.0,15.4,3.8,4.2,5.4,28.8
291260.0,13.3,3.7,3.8,3.3,24.1
299023.0,8.9,2.8,4.7,4.1,20.5
254169.0,16.8,5.1,4.8,5.7,32.4
174605.0,22.0,6.5,5.7,4.3,38.5
263438.0,8.9,2.3,4.8,2.9,18.9
254241.0,16.0,3.9,4.2,4.5,28.6
238768.0,16.7,4.6,4.3,2.2,27.8
160357.0,11.2,4.5,7.8,3.5,27.0
254416.0,16.1,4.9,3.9,9.1,34.0
129947.0,16.3,9.8,9.8,9.5,45.400000000000006
265958.0,9.9,2.8,5.4,4.8,22.9
254518.0,14.9,3.3,4.4,6.2,28.8
281180.0,10.9,2.7,4.5,3.0,21.1
229957.0,9.7,3.1,4.9,6.0,23.7
254536.0,14.8,3.1,3.9,6.2,28.0
301383.0,12.9,3.0,3.1,3.6,22.6
230643.0,10.7,3.0,4.9,4.3,22.9
254573.0,14.1,4.5,4.6,4.3,27.500000000000004
283375.0,8.9,3.0,5.9,7.3,25.1
254706.0,16.3,3.1,3.8,5.8,29.000000000000004
251507.0,17.4,4.0,3.9,3.4,28.7
215754.0,14.2,3.0,4.8,2.0,24.0
254756.0,16.8,3.0,3.9,4.9,28.6
155272.0,21.4,7.1,6.3,4.4,39.2
229767.0,15.6,4.4,6.7,7.6,34.3
255210.0,19.8,6.2,4.9,6.8,37.7
447063.0,11.0,2.9,3.4,2.6,19.9
240878.0,8.6,3.0,5.7,3.6,20.9
255400.0,13.9,3.7,4.1,4.2,25.9
268179.0,13.3,4.1,3.9,2.8,24.1
220235.0,10.0,3.1,4.6,4.5,22.2
255401.0,13.8,2.2,4.4,4.4,24.8
245416.0,13.5,5.3,6.0,0.7,25.5
256071.0,7.9,3.5,5.2,4.5,21.1
255535.0,12.3,5.6,4.9,4.8,27.6
201714.0,22.7,4.6,4.9,0.8,32.99999999999999
215938.0,10.3,2.7,4.9,5.5,23.4
255553.0,15.1,3.5,4.0,3.9,26.5
288618.0,12.0,3.2,3.7,2.7,21.6
251205.0,11.8,1.8,5.0,3.4,22.0
255608.0,16.2,2.7,3.6,3.3,25.8
264456.0,6.4,3.6,6.0,3.2,19.2
255671.0,12.7,4.6,5.3,4.1,26.7
228973.0,13.8,4.9,2.2,4.0,24.9
243728.0,10.8,2.7,4.9,5.4,23.8
255787.0,15.3,3.5,3.9,6.2,28.9
268406.0,15.8,3.4,4.1,3.5,26.8
294867.0,11.0,1.5,4.1,3.8,20.4
255864.0,15.5,4.1,4.8,4.0,28.4
243179.0,16.4,5.4,4.6,2.6,29.0
307234.0,6.8,2.1,4.5,3.7,17.1
256193.0,14.1,1.5,3.5,5.9,25.0
271220.0,13.7,3.2,5.0,3.6,25.5
188023.0,12.3,3.1,5.6,4.7,25.7
256234.0,18.8,5.5,4.2,6.0,34.5
205445.0,21.4,4.8,5.2,3.8,35.2
256370.0,14.5,4.3,4.1,5.7,28.6
206763.0,16.2,5.4,3.4,4.1,29.1
298789.0,7.6,2.5,5.0,3.5,18.6
256751.0,13.7,4.3,4.2,2.9,25.1
250886.0,14.6,5.1,5.0,2.0,26.7
231151.0,10.8,3.2,5.8,4.2,24.0
256753.0,15.6,4.2,4.5,4.1,28.4
210297.0,20.0,5.5,4.7,2.9,33.1
297946.0,9.5,2.6,5.0,3.8,20.9
256845.0,14.2,4.0,4.8,5.4,28.4
292960.0,7.6,2.5,4.5,3.9,18.5
257324.0,14.8,4.1,4.1,4.4,27.4
274651.0,14.1,4.3,4.1,2.3,24.8
253780.0,9.5,3.5,4.7,4.7,22.4
257984.0,17.8,3.9,4.0,5.7,31.4
253156.0,17.2,3.8,4.1,3.8,28.9
251364.0,6.2,1.8,7.9,4.1,20.0
257989.0,12.8,4.3,4.3,6.8,28.200000000000003
259404.0,8.8,2.4,4.5,5.5,21.200000000000003
258011.0,16.4,3.9,3.5,5.8,29.6
296510.0,14.0,3.6,3.6,3.2,24.4
205633.0,13.7,3.2,5.4,4.1,26.4
252895.0,9.3,2.7,5.9,4.3,22.2
258311.0,14.7,3.9,4.6,3.7,26.899999999999995
232419.0,16.1,5.5,4.8,3.0,29.4
275730.0,8.6,3.5,4.2,1.8,18.1
258400.0,14.0,4.6,3.3,5.2,27.1
252573.0,19.9,3.8,2.0,1.5,27.2
258426.0,11.3,2.5,3.8,3.0,20.6
237664.0,10.3,2.7,4.5,4.6,22.1
258427.0,14.8,3.0,4.1,5.0,26.9
283046.0,14.5,4.1,3.5,2.6,24.700000000000003
213938.0,11.2,5.1,9.0,4.1,29.4
258900.0,15.0,2.6,5.0,7.4,30.0
131694.0,21.0,8.5,5.0,5.3,39.8
303006.0,13.1,1.5,2.7,3.0,20.3
259039.0,18.9,2.9,3.4,4.1,29.3
283747.0,17.9,4.5,2.8,1.8,27.0
292679.0,9.3,2.1,4.8,3.4,19.6
259122.0,16.1,3.0,3.6,4.2,26.9
288763.0,15.5,3.0,3.4,2.1,24.0
299996.0,10.3,3.1,4.4,5.0,22.8
259443.0,14.4,2.9,3.9,6.1,27.3
296221.0,7.8,2.9,4.3,4.8,19.8
259469.0,14.0,3.5,4.3,4.4,26.200000000000003
258861.0,10.2,3.2,3.8,5.1,22.3
259780.0,14.2,4.7,4.1,6.0,29.0
253581.0,15.9,4.0,4.0,3.9,27.8
263689.0,7.9,2.4,5.6,3.3,19.2
259818.0,14.0,3.2,4.7,4.8,26.7
270715.0,13.7,3.7,4.0,2.8,24.2
271595.0,11.3,0.3,4.2,3.3,19.1
259915.0,13.3,1.8,3.6,5.8,24.500000000000004
233438.0,10.4,2.4,5.0,4.6,22.4
260023.0,14.3,3.1,4.8,4.2,26.4
295998.0,11.4,3.9,3.5,3.1,21.9
284221.0,9.3,2.9,4.9,4.4,21.5
260134.0,15.2,4.5,4.4,5.9,30.0
246297.0,17.0,5.0,5.1,3.7,30.8
297450.0,9.7,2.2,3.8,2.8,18.5
260283.0,18.1,3.1,3.5,4.2,28.9
274996.0,16.5,4.2,3.2,1.8,25.7
234183.0,7.2,3.2,4.4,3.8,18.6
260324.0,13.4,4.3,4.5,3.0,25.2
296146.0,9.2,1.9,4.6,3.4,19.1
260530.0,13.8,3.9,4.1,3.4,25.2
251193.0,15.5,4.9,4.7,2.5,27.6
286525.0,8.6,2.0,5.8,2.4,18.8
260540.0,17.6,2.8,3.0,2.2,25.6
244873.0,13.6,3.6,3.9,2.2,23.3
239102.0,11.3,1.8,4.7,2.4,20.2
260548.0,12.8,3.0,2.9,6.2,24.9
266490.0,8.7,2.5,5.1,3.3,19.6
260597.0,14.9,3.4,4.5,4.0,26.8
260356.0,15.9,4.7,3.8,2.8,27.200000000000003
292790.0,9.0,2.3,4.1,3.4,18.8
260724.0,17.0,3.3,3.5,4.0,27.8
289201.0,18.0,3.3,2.9,2.3,26.5
296188.0,7.0,2.6,6.2,2.2,18.0
260758.0,16.0,4.0,5.0,3.6,28.6
249559.0,16.6,4.9,3.9,2.6,28.0
284338.0,8.9,3.1,4.5,3.2,19.7
260777.0,13.2,5.4,5.5,4.7,28.8
286077.0,14.6,5.6,4.2,2.5,26.9
244493.0,6.9,3.2,5.2,6.4,21.700000000000003
260842.0,12.8,1.6,4.6,3.6,22.6
200022.0,18.6,5.4,4.9,2.4,31.3
302589.0,8.6,3.2,4.9,4.0,20.700000000000003
260972.0,13.9,4.5,5.1,5.2,28.7
215596.0,17.1,5.2,5.3,4.2,31.8
270611.0,7.9,2.5,5.0,2.9,18.3
261053.0,14.3,3.8,4.0,4.5,26.6
247192.0,14.8,4.8,4.5,2.3,26.4
263335.0,9.6,1.4,3.5,2.0,16.5
261067.0,15.2,4.0,6.5,5.4,31.1
268711.0,9.7,2.7,5.8,3.4,21.6
261192.0,13.6,4.1,5.4,5.3,28.4
206575.0,17.8,5.7,5.6,4.1,33.2
209538.0,11.6,2.6,5.1,4.6,23.9
261292.0,14.2,3.3,3.4,5.8,26.7
243366.0,10.1,2.6,4.8,4.0,21.5
261685.0,14.2,3.1,4.4,4.8,26.500000000000004
282858.0,14.9,3.2,2.7,2.5,23.3
294403.0,7.3,1.2,4.2,3.5,16.2
261733.0,16.0,3.7,4.5,4.2,28.4
249723.0,18.4,3.5,4.4,4.2,30.5
256354.0,8.7,2.3,4.9,3.3,19.2
261919.0,13.5,3.4,4.7,3.7,25.3
234644.0,17.1,4.7,4.6,2.8,29.2
298408.0,8.6,2.1,4.8,3.6,19.1
261969.0,15.0,4.8,5.3,3.8,28.9
252250.0,18.7,5.0,5.3,2.2,31.2
251713.0,8.6,3.3,5.1,3.0,20.0
262346.0,12.9,5.0,4.8,3.4,26.1
262552.0,17.3,0.7,2.8,5.0,25.8
263633.0,8.9,2.2,4.8,3.2,19.1
262634.0,13.8,3.9,4.3,4.0,26.0
296253.0,11.3,3.7,4.3,3.3,22.6
274585.0,9.2,3.0,5.5,4.9,22.6
262670.0,17.1,2.5,3.1,5.0,27.700000000000003
289595.0,14.5,3.8,2.8,3.3,24.4
299561.0,8.6,2.3,4.1,4.3,19.3
262726.0,16.9,4.4,4.8,6.0,32.099999999999994
291235.0,10.3,3.1,5.0,5.0,23.4
262971.0,15.6,4.3,3.8,5.4,29.1
286882.0,17.5,4.9,4.1,4.0,30.5
229623.0,9.8,3.1,5.2,4.8,22.9
263372.0,15.6,3.3,3.7,5.0,27.6
280675.0,15.8,4.2,3.5,2.8,26.3
268516.0,8.9,4.1,6.1,6.6,25.700000000000003
263444.0,16.9,4.0,3.9,5.7,30.5
298758.0,9.4,2.4,4.3,4.2,20.3
263454.0,15.7,4.0,4.4,5.8,29.9
213065.0,21.2,5.3,4.5,4.3,35.3
248221.0,10.8,3.8,4.1,3.3,22.000000000000004
263479.0,13.0,5.4,7.4,1.9,27.7
220642.0,18.2,5.7,2.5,4.9,31.3
269612.0,8.5,2.3,5.0,3.8,19.6
263626.0,14.5,3.1,4.3,3.9,25.8
253002.0,15.6,4.1,4.3,2.4,26.4
254522.0,9.1,2.6,5.0,4.5,21.2
263636.0,17.2,3.9,4.7,5.3,31.1
296556.0,6.8,2.2,5.2,3.2,17.4
263677.0,13.6,4.2,3.7,4.5,26.0
256399.0,14.5,4.6,4.0,1.9,25.0
264374.0,8.7,2.0,4.4,3.7,18.8
263731.0,14.3,2.3,3.2,4.9,24.700000000000003
297094.0,8.2,3.1,4.0,4.4,19.7
272186.0,9.3,1.6,5.2,3.9,20.0
264219.0,12.4,3.6,4.4,5.3,25.7
224410.0,13.3,5.9,3.8,2.3,25.300000000000004
272589.0,6.9,1.2,6.2,4.2,18.5
264282.0,12.9,3.3,3.6,6.5,26.3
282801.0,12.0,1.4,4.8,2.0,20.2
264331.0,15.6,3.2,4.4,2.5,25.700000000000003
239597.0,15.9,4.5,5.0,2.3,27.7
251872.0,9.2,3.6,5.0,3.6,21.4
264603.0,13.3,4.1,4.5,4.5,26.4
286574.0,13.2,5.4,4.2,2.2,25.0
249328.0,9.1,2.6,3.9,2.2,17.8
265113.0,12.8,4.0,3.7,6.0,26.5
264219.0,9.0,2.8,5.8,4.0,21.6
265325.0,14.6,4.7,4.7,4.6,28.6
293483.0,14.8,5.1,4.6,2.2,26.7
594548.0,5.3,1.4,3.8,1.8,12.3
265406.0,15.1,4.2,4.4,3.5,27.200000000000003
268599.0,15.6,4.9,4.0,2.0,26.5
256889.0,9.9,3.1,4.1,4.6,21.700000000000003
265466.0,14.6,3.3,3.8,5.7,27.4
289265.0,16.6,3.2,4.1,3.0,26.9
294829.0,10.2,2.0,3.8,4.9,20.9
265515.0,15.5,3.5,3.4,6.3,28.7
285016.0,16.3,3.7,3.4,2.6,26.0
256870.0,8.8,2.2,5.1,4.0,20.1
265538.0,14.3,3.6,4.7,4.1,26.700000000000003
287406.0,7.4,2.6,5.8,4.1,19.9
265728.0,14.7,3.7,4.9,6.1,29.4
223784.0,19.5,5.3,4.6,4.7,34.1
242893.0,10.8,2.4,4.9,4.6,22.700000000000003
265922.0,16.5,3.1,3.5,5.0,28.1
282868.0,14.1,3.5,3.5,3.3,24.4
262804.0,8.4,2.9,5.9,2.7,19.9
266274.0,13.8,4.1,5.6,2.3,25.8
296113.0,14.0,5.8,4.9,1.7,26.4
251201.0,8.6,3.2,5.6,3.2,20.6
266599.0,14.7,3.1,3.5,4.0,25.3
275339.0,13.9,4.2,4.1,2.5,24.700000000000003
267987.0,10.5,2.3,3.8,3.2,19.8
266626.0,19.1,2.8,3.4,4.0,29.3
276197.0,16.0,3.7,4.6,2.0,26.3
313792.0,8.0,2.3,4.4,2.7,17.400000000000002
266687.0,14.1,4.5,5.2,3.4,27.2
264764.0,16.0,5.3,4.0,2.3,27.6
260494.0,10.9,2.1,4.2,3.9,21.1
266856.0,15.8,4.3,3.3,4.1,27.5
294356.0,14.8,3.5,1.9,1.6,21.8
247704.0,9.6,2.4,6.2,3.8,22.0
285062.0,8.2,2.4,4.5,3.3,18.4
267142.0,17.0,3.8,3.8,3.6,28.200000000000003
264979.0,15.5,4.6,4.2,2.8,27.1
260598.0,7.4,2.8,5.1,3.9,19.2
267322.0,14.0,3.6,4.6,3.7,25.9
243173.0,16.4,5.1,3.7,2.5,27.7
256494.0,9.4,2.4,5.0,4.4,21.200000000000003
267326.0,15.5,3.4,3.9,5.5,28.3
273374.0,8.8,0.4,4.5,6.2,19.9
267765.0,11.9,3.5,3.3,6.5,25.2
234765.0,10.4,2.7,4.7,4.6,22.4
267789.0,14.2,3.2,4.1,5.3,26.8
295714.0,7.5,3.2,5.8,3.5,20.0
267803.0,13.9,4.4,3.8,5.3,27.4
253805.0,16.6,4.8,4.3,2.9,28.6
267842.0,15.2,2.0,4.8,5.1,27.1
269628.0,9.8,2.1,4.7,3.9,20.5
267865.0,14.0,3.3,4.1,6.3,27.7
220788.0,19.0,4.4,4.3,4.6,32.3
242096.0,9.1,2.3,5.2,4.5,21.1
268059.0,14.2,3.2,3.8,5.1,26.3
279894.0,9.4,1.6,4.7,3.8,19.5
268086.0,13.8,4.8,4.5,6.1,29.200000000000003
253576.0,7.8,2.9,7.6,2.5,20.8
268231.0,15.9,2.7,1.8,3.1,23.500000000000004
209691.0,17.2,7.1,5.3,3.1,32.7
288078.0,7.3,3.6,3.2,5.0,19.1
268368.0,17.2,4.5,5.3,4.1,31.1
213886.0,20.6,6.4,4.6,3.6,35.2
265171.0,11.6,3.2,4.7,5.0,24.5
268510.0,16.3,3.6,4.2,6.5,30.6
271735.0,17.2,4.3,3.6,2.5,27.6
276506.0,8.6,2.1,4.5,3.1,18.3
268594.0,14.4,2.9,3.9,4.1,25.3
263207.0,16.0,4.2,3.7,2.7,26.6
266051.0,10.0,3.0,4.7,4.9,22.6
268606.0,16.4,3.8,4.9,7.2,32.300000000000004
279244.0,15.8,2.6,3.3,3.5,25.200000000000003
233215.0,10.2,3.1,4.9,4.8,23.0
268732.0,15.2,3.7,3.5,4.9,27.3
320236.0,13.7,3.3,3.3,2.7,23.0
253288.0,10.5,2.8,4.6,4.6,22.5
268909.0,15.2,2.6,3.4,5.8,27.0
267148.0,15.3,4.0,3.7,2.9,25.9
280899.0,9.1,2.2,3.9,3.0,18.200000000000003
269199.0,13.1,3.4,5.0,4.0,25.5
