basari_sirasi,ayt_dil,toplam_net
19253.0,3.13,3.13
20956.0,68.8,68.8
18335.0,4.15,4.15
20971.0,70.1,70.1
24230.0,66.2,66.2
20621.0,4.1,4.1
21054.0,70.5,70.5
23525.0,67.6,67.6
19694.0,2.56,2.56
21055.0,69.5,69.5
20034.0,68.0,68.0
18892.0,1.38,1.38
16503.0,3.5,3.5
21311.0,69.8,69.8
19932.0,69.1,69.1
16226.0,2.43,2.43
21426.0,66.7,66.7
19758.0,68.5,68.5
19601.0,4.85,4.85
21440.0,68.0,68.0
25049.0,63.4,63.4
19099.0,77.5,77.5
21591.0,72.3,72.3
23941.0,68.0,68.0
16262.0,3.38,3.38
21812.0,67.8,67.8
19913.0,67.2,67.2
20640.0,2.29,2.29
21859.0,69.7,69.7
19146.0,4.38,4.38
21877.0,70.9,70.9
23090.0,67.5,67.5
16804.0,2.63,2.63
21963.0,68.0,68.0
18520.0,68.7,68.7
17888.0,4.16,4.16
22050.0,69.9,69.9
23488.0,68.9,68.9
19510.0,2.0,2.0
22345.0,68.8,68.8
19321.0,71.1,71.1
20468.0,4.74,4.74
22448.0,69.1,69.1
21177.0,68.7,68.7
20406.0,1.56,1.56
22527.0,72.0,72.0
17419.0,69.8,69.8
17350.0,1.49,1.49
22654.0,69.5,69.5
19959.0,67.6,67.6
22313.0,1.05,1.05
22761.0,69.7,69.7
17285.0,4.93,4.93
22813.0,69.0,69.0
19346.0,68.3,68.3
31013.0,2.41,2.41
22863.0,71.7,71.7
26302.0,69.9,69.9
20634.0,1.13,1.13
22910.0,69.5,69.5
22103.0,68.3,68.3
19331.0,2.99,2.99
23017.0,64.0,64.0
21408.0,65.0,65.0
20296.0,2.13,2.13
23039.0,68.8,68.8
26248.0,65.1,65.1
19592.0,4.45,4.45
23068.0,68.1,68.1
20822.0,67.8,67.8
20759.0,2.08,2.08
23387.0,68.3,68.3
19579.0,67.6,67.6
21382.0,1.57,1.57
23839.0,68.0,68.0
22654.0,67.8,67.8
20737.0,2.53,2.53
20485.0,1.8,1.8
23915.0,69.1,69.1
21376.0,67.0,67.0
22224.0,1.63,1.63
24151.0,69.1,69.1
21292.0,67.1,67.1
19290.0,2.52,2.52
24189.0,66.9,66.9
21285.0,67.3,67.3
20365.0,75.0,75.0
24379.0,67.8,67.8
23325.0,66.7,66.7
20478.0,1.2,1.2
24718.0,67.6,67.6
23842.0,4.2,4.2
24970.0,69.1,69.1
19448.0,3.52,3.52
25075.0,65.8,65.8
21994.0,66.3,66.3
18919.0,1.51,1.51
25149.0,68.7,68.7
23502.0,72.3,72.3
21743.0,4.45,4.45
25262.0,69.1,69.1
26142.0,66.6,66.6
20427.0,4.03,4.03
25437.0,65.4,65.4
21648.0,66.1,66.1
20168.0,1.46,1.46
25512.0,66.1,66.1
22376.0,66.6,66.6
23617.0,2.3,2.3
25544.0,67.3,67.3
27106.0,65.7,65.7
22298.0,4.74,4.74
25750.0,69.8,69.8
23555.0,70.4,70.4
25730.0,3.65,3.65
25766.0,65.7,65.7
27422.0,70.3,70.3
22958.0,1.8,1.8
22779.0,4.68,4.68
23811.0,4.86,4.86
25923.0,68.7,68.7
30505.0,63.1,63.1
22177.0,3.81,3.81
26319.0,66.4,66.4
24488.0,65.1,65.1
20960.0,4.68,4.68
26346.0,66.2,66.2
23381.0,64.9,64.9
21963.0,2.63,2.63
26402.0,67.0,67.0
22651.0,67.7,67.7
23011.0,2.51,2.51
22714.0,3.73,3.73
26767.0,66.8,66.8
27212.0,63.3,63.3
23320.0,76.2,76.2
26882.0,67.9,67.9
26690.0,65.6,65.6
22356.0,68.8,68.8
26932.0,69.0,69.0
23915.0,1.85,1.85
27047.0,67.1,67.1
29362.0,63.1,63.1
21258.0,1.05,1.05
27201.0,65.7,65.7
24119.0,67.0,67.0
24933.0,2.32,2.32
27256.0,65.5,65.5
25104.0,66.7,66.7
23095.0,2.1,2.1
27265.0,66.7,66.7
25753.0,64.1,64.1
21588.0,2.08,2.08
27414.0,64.3,64.3
23685.0,64.2,64.2
28620.0,4.1,4.1
27513.0,68.1,68.1
23754.0,68.1,68.1
23090.0,74.0,74.0
27954.0,65.0,65.0
37351.0,62.2,62.2
23579.0,3.17,3.17
28011.0,66.4,66.4
21294.0,66.9,66.9
23080.0,4.65,4.65
28204.0,64.9,64.9
24345.0,66.2,66.2
22941.0,4.03,4.03
28347.0,64.8,64.8
24783.0,65.6,65.6
23307.0,2.28,2.28
28694.0,65.1,65.1
25252.0,64.6,64.6
25033.0,3.11,3.11
28724.0,68.0,68.0
28756.0,66.5,66.5
27352.0,1.05,1.05
28823.0,69.8,69.8
25269.0,68.9,68.9
24548.0,4.53,4.53
28923.0,64.4,64.4
22120.0,65.1,65.1
27620.0,3.04,3.04
29080.0,67.0,67.0
29077.0,63.7,63.7
35588.0,72.3,72.3
29145.0,68.5,68.5
31354.0,65.5,65.5
23553.0,3.6,3.6
29149.0,64.9,64.9
24951.0,65.3,65.3
30150.0,3.34,3.34
29192.0,69.1,69.1
26704.0,65.9,65.9
20918.0,3.24,3.24
29286.0,67.1,67.1
23895.0,1.3,1.3
29411.0,65.2,65.2
29714.0,66.7,66.7
23613.0,2.84,2.84
29422.0,64.4,64.4
24646.0,64.5,64.5
26280.0,2.63,2.63
29522.0,67.4,67.4
32318.0,62.0,62.0
26044.0,1.43,1.43
29603.0,63.9,63.9
33367.0,59.7,59.7
25297.0,4.54,4.54
29740.0,63.9,63.9
25364.0,64.0,64.0
26159.0,65.3,65.3
29811.0,64.5,64.5
30385.0,63.8,63.8
37413.0,3.32,3.32
29817.0,62.7,62.7
12079.0,76.3,76.3
28574.0,2.64,2.64
29843.0,66.9,66.9
30557.0,63.8,63.8
26399.0,71.9,71.9
29862.0,66.4,66.4
34464.0,63.5,63.5
26828.0,4.09,4.09
30088.0,66.6,66.6
29430.0,62.7,62.7
35127.0,1.16,1.16
30238.0,66.1,66.1
27750.0,67.2,67.2
24978.0,3.02,3.02
30306.0,62.2,62.2
25637.0,65.2,65.2
25536.0,1.11,1.11
30408.0,64.4,64.4
28646.0,63.1,63.1
29271.0,4.61,4.61
30638.0,65.0,65.0
32175.0,63.8,63.8
33784.0,4.22,4.22
30740.0,62.2,62.2
27637.0,1.26,1.26
30827.0,64.6,64.6
30692.0,61.4,61.4
27450.0,3.89,3.89
27028.0,3.94,3.94
30880.0,67.1,67.1
27680.0,64.8,64.8
27841.0,66.2,66.2
30940.0,65.5,65.5
30003.0,64.2,64.2
26961.0,3.37,3.37
31020.0,62.5,62.5
22331.0,66.7,66.7
29998.0,2.54,2.54
28183.0,73.5,73.5
31546.0,66.8,66.8
33257.0,63.9,63.9
31457.0,1.98,1.98
31566.0,65.6,65.6
33628.0,63.3,63.3
28321.0,4.89,4.89
32003.0,63.9,63.9
28686.0,62.5,62.5
28966.0,2.94,2.94
32382.0,63.1,63.1
30147.0,61.4,61.4
29260.0,4.01,4.01
29798.0,2.32,2.32
32878.0,61.7,61.7
34681.0,60.4,60.4
26123.0,3.07,3.07
32883.0,61.3,61.3
26085.0,63.8,63.8
26113.0,1.88,1.88
33116.0,62.5,62.5
24923.0,64.8,64.8
28878.0,3.94,3.94
33174.0,69.3,69.3
30123.0,70.2,70.2
27252.0,3.69,3.69
33179.0,61.8,61.8
26785.0,61.3,61.3
31141.0,1.18,1.18
33276.0,64.0,64.0
29245.0,64.5,64.5
27752.0,4.68,4.68
33303.0,68.8,68.8
25758.0,71.7,71.7
28642.0,1.61,1.61
30726.0,2.6,2.6
33666.0,65.6,65.6
32276.0,55.0,55.0
21470.0,4.03,4.03
33682.0,65.9,65.9
40410.0,65.6,65.6
28258.0,2.38,2.38
33978.0,60.3,60.3
27035.0,62.9,62.9
31010.0,4.19,4.19
31917.0,67.5,67.5
34228.0,64.8,64.8
33753.0,62.4,62.4
30784.0,4.45,4.45
34441.0,64.0,64.0
31743.0,61.8,61.8
30804.0,4.52,4.52
34607.0,63.4,63.4
38398.0,57.2,57.2
30456.0,2.85,2.85
34688.0,63.5,63.5
32529.0,62.6,62.6
30600.0,1.74,1.74
34745.0,60.3,60.3
30311.0,60.5,60.5
32946.0,75.0,75.0
35072.0,63.2,63.2
37337.0,60.7,60.7
32002.0,1.47,1.47
31187.0,1.63,1.63
35090.0,62.7,62.7
33786.0,58.6,58.6
32478.0,1.6,1.6
35256.0,63.4,63.4
33800.0,60.8,60.8
38376.0,4.0,4.0
35378.0,66.7,66.7
30317.0,67.7,67.7
29410.0,2.34,2.34
35672.0,61.1,61.1
28305.0,61.4,61.4
31687.0,3.88,3.88
35772.0,63.9,63.9
35291.0,61.7,61.7
32582.0,3.78,3.78
35859.0,65.5,65.5
28344.0,64.3,64.3
36333.0,3.27,3.27
36289.0,62.9,62.9
35153.0,59.9,59.9
37268.0,1.58,1.58
40699.0,1.98,1.98
36925.0,64.8,64.8
38408.0,61.2,61.2
32328.0,3.23,3.23
37006.0,58.2,58.2
29242.0,60.7,60.7
32745.0,3.2,3.2
37098.0,61.8,61.8
34368.0,61.1,61.1
33527.0,1.61,1.61
37246.0,62.8,62.8
39301.0,59.5,59.5
32038.0,1.13,1.13
37276.0,59.3,59.3
29635.0,62.7,62.7
31788.0,73.8,73.8
37606.0,60.3,60.3
37518.0,58.0,58.0
32800.0,3.52,3.52
38078.0,62.5,62.5
38486.0,58.8,58.8
27385.0,4.28,4.28
33735.0,2.32,2.32
38104.0,63.4,63.4
35374.0,60.1,60.1
34132.0,4.43,4.43
38106.0,57.8,57.8
30496.0,60.6,60.6
34417.0,4.48,4.48
38121.0,59.9,59.9
33810.0,58.8,58.8
42282.0,73.8,73.8
38326.0,65.0,65.0
43195.0,61.7,61.7
38085.0,2.62,2.62
38345.0,62.6,62.6
41137.0,58.8,58.8
35872.0,1.22,1.22
38893.0,61.1,61.1
37318.0,58.4,58.4
43490.0,4.04,4.04
39080.0,67.4,67.4
23904.0,70.0,70.0
35841.0,1.47,1.47
39155.0,59.9,59.9
38625.0,56.8,56.8
33383.0,3.7,3.7
39157.0,59.6,59.6
35330.0,58.0,58.0
44619.0,1.1,1.1
39316.0,63.6,63.6
37446.0,60.8,60.8
33963.0,4.5,4.5
39354.0,60.4,60.4
35177.0,59.4,59.4
36824.0,73.8,73.8
39528.0,59.1,59.1
38112.0,57.5,57.5
41454.0,2.65,2.65
39568.0,60.7,60.7
40412.0,57.5,57.5
33278.0,4.65,4.65
39660.0,58.7,58.7
36061.0,57.2,57.2
37849.0,3.19,3.19
39741.0,59.8,59.8
32388.0,59.4,59.4
34522.0,4.49,4.49
43726.0,2.04,2.04
39920.0,61.0,61.0
43153.0,54.6,54.6
40008.0,2.15,2.15
39975.0,64.7,64.7
26621.0,66.4,66.4
36075.0,2.2,2.2
40177.0,59.5,59.5
36346.0,57.0,57.0
41647.0,3.14,3.14
40187.0,62.6,62.6
40453.0,61.5,61.5
37257.0,2.06,2.06
40663.0,57.3,57.3
32074.0,59.4,59.4
35300.0,4.01,4.01
40798.0,66.8,66.8
45055.0,52.3,52.3
74245.0,4.37,4.37
40910.0,62.3,62.3
96589.0,13.5,13.5
41099.0,1.22,1.22
41160.0,59.7,59.7
47781.0,52.3,52.3
35607.0,2.88,2.88
41564.0,60.0,60.0
37731.0,57.4,57.4
36178.0,3.89,3.89
40411.0,4.62,4.62
42675.0,59.8,59.8
39788.0,57.3,57.3
39621.0,1.85,1.85
42724.0,55.9,55.9
33744.0,58.5,58.5
36422.0,4.46,4.46
38711.0,4.42,4.42
43010.0,58.6,58.6
44133.0,56.5,56.5
46624.0,2.75,2.75
43296.0,59.0,59.0
44366.0,56.5,56.5
44349.0,3.94,3.94
43323.0,57.9,57.9
38915.0,63.2,63.2
40824.0,4.77,4.77
43357.0,60.8,60.8
49554.0,54.0,54.0
39499.0,4.12,4.12
40044.0,1.38,1.38
43611.0,56.1,56.1
42121.0,1.75,1.75
43701.0,57.3,57.3
38459.0,56.3,56.3
36832.0,1.12,1.12
43790.0,59.8,59.8
37420.0,58.8,58.8
43437.0,2.62,2.62
44134.0,57.4,57.4
44489.0,54.2,54.2
39352.0,4.51,4.51
44195.0,56.4,56.4
38043.0,56.0,56.0
45412.0,4.88,4.88
44266.0,56.8,56.8
38972.0,55.6,55.6
45462.0,4.24,4.24
44307.0,57.0,57.0
41644.0,57.7,57.7
44593.0,60.2,60.2
48097.0,52.5,52.5
39429.0,4.87,4.87
44709.0,55.8,55.8
39411.0,55.1,55.1
39288.0,1.59,1.59
44904.0,57.4,57.4
43256.0,55.0,55.0
52474.0,3.98,3.98
44950.0,61.7,61.7
43707.0,57.7,57.7
38742.0,4.78,4.78
45190.0,56.3,56.3
34231.0,60.8,60.8
69956.0,4.62,4.62
45266.0,60.5,60.5
40226.0,59.0,59.0
39956.0,3.63,3.63
40172.0,3.88,3.88
44021.0,63.8,63.8
45565.0,58.5,58.5
47416.0,51.0,51.0
40464.0,3.87,3.87
45662.0,54.7,54.7
40061.0,56.4,56.4
44082.0,2.35,2.35
45797.0,58.2,58.2
41980.0,57.5,57.5
44486.0,2.9,2.9
46288.0,54.7,54.7
46988.0,53.1,53.1
41576.0,2.83,2.83
46429.0,54.4,54.4
41000.0,53.7,53.7
44352.0,2.04,2.04
46769.0,55.3,55.3
45383.0,53.9,53.9
40328.0,4.66,4.66
46827.0,55.6,55.6
41569.0,53.4,53.4
51867.0,4.48,4.48
47989.0,58.5,58.5
47894.0,57.4,57.4
46345.0,1.96,1.96
48353.0,55.9,55.9
33713.0,60.0,60.0
40412.0,3.92,3.92
48547.0,58.5,58.5
46684.0,53.7,53.7
44389.0,2.44,2.44
48819.0,56.4,56.4
50468.0,48.6,48.6
46853.0,4.66,4.66
49388.0,61.3,61.3
26548.0,65.3,65.3
71192.0,1.71,1.71
49466.0,60.0,60.0
45986.0,59.2,59.2
44418.0,4.45,4.45
49500.0,52.3,52.3
43218.0,52.9,52.9
45054.0,4.92,4.92
49521.0,53.4,53.4
42752.0,54.5,54.5
38746.0,2.72,2.72
45398.0,2.94,2.94
49940.0,52.5,52.5
44329.0,50.2,50.2
43629.0,4.26,4.26
50135.0,53.2,53.2
46632.0,51.3,51.3
47258.0,4.9,4.9
50289.0,59.5,59.5
48248.0,1.41,1.41
50292.0,59.7,59.7
48982.0,54.4,54.4
48440.0,1.87,1.87
50537.0,57.3,57.3
50059.0,50.8,50.8
152676.0,2.12,2.12
50705.0,56.5,56.5
51230.0,49.5,49.5
45041.0,59.0,59.0
50805.0,55.1,55.1
47068.0,52.1,52.1
47485.0,4.53,4.53
50881.0,53.3,53.3
41671.0,54.3,54.3
46077.0,3.92,3.92
51320.0,57.9,57.9
57323.0,43.7,43.7
49522.0,3.7,3.7
51353.0,53.0,53.0
44164.0,52.1,52.1
60276.0,1.79,1.79
51564.0,55.4,55.4
49188.0,51.2,51.2
45940.0,4.5,4.5
51836.0,53.7,53.7
52898.0,49.5,49.5
42704.0,3.72,3.72
52335.0,57.7,57.7
36828.0,56.8,56.8
53143.0,2.24,2.24
52338.0,52.5,52.5
51356.0,48.0,48.0
51710.0,4.91,4.91
52353.0,57.9,57.9
47222.0,1.98,1.98
52497.0,53.1,53.1
52585.0,47.3,47.3
45008.0,1.07,1.07
52539.0,55.0,55.0
46315.0,3.71,3.71
52542.0,54.3,54.3
53483.0,47.6,47.6
49797.0,3.65,3.65
47923.0,1.91,1.91
52807.0,56.8,56.8
58527.0,52.6,52.6
54099.0,2.44,2.44
52889.0,56.5,56.5
58494.0,50.4,50.4
71462.0,2.67,2.67
53157.0,57.5,57.5
58624.0,44.5,44.5
48013.0,2.28,2.28
53776.0,50.5,50.5
49902.0,47.6,47.6
47928.0,4.72,4.72
54123.0,47.8,47.8
46125.0,48.5,48.5
48852.0,1.32,1.32
54425.0,51.5,51.5
51829.0,51.3,51.3
58389.0,2.92,2.92
54586.0,54.9,54.9
46664.0,58.7,58.7
66588.0,57.5,57.5
54628.0,55.3,55.3
51259.0,2.24,2.24
46630.0,4.35,4.35
54874.0,49.5,49.5
53874.0,4.57,4.57
54900.0,49.9,49.9
45428.0,50.5,50.5
53416.0,2.84,2.84
54960.0,55.4,55.4
54852.0,53.2,53.2
49776.0,2.22,2.22
55088.0,51.4,51.4
55105.0,47.2,47.2
58423.0,1.75,1.75
55207.0,56.2,56.2
49861.0,56.0,56.0
55656.0,59.2,59.2
55501.0,51.6,51.6
49893.0,48.1,48.1
51755.0,3.82,3.82
55516.0,51.7,51.7
54026.0,47.8,47.8
52684.0,2.67,2.67
55588.0,52.7,52.7
38150.0,56.4,56.4
55209.0,3.07,3.07
55824.0,49.5,49.5
48524.0,50.7,50.7
50393.0,4.76,4.76
55977.0,49.2,49.2
47347.0,47.0,47.0
40394.0,3.0,3.0
56588.0,60.1,60.1
27125.0,66.4,66.4
149571.0,37.2,37.2
56597.0,56.6,56.6
49289.0,51.6,51.6
51796.0,1.29,1.29
56610.0,52.7,52.7
55666.0,48.0,48.0
52367.0,69.2,69.2
57080.0,48.2,48.2
49937.0,47.6,47.6
52752.0,1.41,1.41
57299.0,46.4,46.4
48548.0,48.3,48.3
87866.0,4.07,4.07
57334.0,54.0,54.0
73745.0,37.5,37.5
53043.0,4.56,4.56
58009.0,49.0,49.0
53462.0,45.8,45.8
67481.0,4.73,4.73
58022.0,53.8,53.8
63233.0,2.07,2.07
58110.0,56.5,56.5
63128.0,46.5,46.5
103079.0,4.5,4.5
58335.0,52.3,52.3
62247.0,43.7,43.7
53313.0,4.72,4.72
58607.0,50.6,50.6
57539.0,46.4,46.4
55476.0,4.46,4.46
53775.0,3.15,3.15
59145.0,50.7,50.7
53681.0,49.4,49.4
54485.0,1.37,1.37
59326.0,49.3,49.3
43349.0,56.7,56.7
55166.0,4.2,4.2
59395.0,44.9,44.9
51979.0,44.8,44.8
58290.0,3.6,3.6
59518.0,46.5,46.5
50228.0,47.8,47.8
108871.0,4.87,4.87
59696.0,45.8,45.8
54168.0,47.3,47.3
44782.0,1.44,1.44
59876.0,49.8,49.8
35265.0,59.0,59.0
60339.0,1.2,1.2
60190.0,47.9,47.9
56084.0,45.7,45.7
58537.0,1.77,1.77
60194.0,48.6,48.6
60257.0,46.5,46.5
116580.0,2.73,2.73
60384.0,49.4,49.4
80159.0,37.9,37.9
54892.0,76.2,76.2
60557.0,48.2,48.2
58383.0,45.4,45.4
67064.0,58.0,58.0
60826.0,51.5,51.5
52874.0,55.4,55.4
59869.0,1.05,1.05
61037.0,43.4,43.4
50980.0,46.0,46.0
56069.0,59.5,59.5
61097.0,46.2,46.2
41259.0,54.1,54.1
56834.0,61.8,61.8
61656.0,48.5,48.5
60008.0,44.3,44.3
152952.0,1.91,1.91
61670.0,49.6,49.6
58127.0,1.69,1.69
62105.0,45.3,45.3
56290.0,46.5,46.5
60117.0,1.42,1.42
62215.0,48.3,48.3
60977.0,44.6,44.6
71983.0,2.83,2.83
62621.0,58.5,58.5
54794.0,57.2,57.2
61123.0,1.89,1.89
62927.0,43.5,43.5
53921.0,44.6,44.6
50755.0,3.38,3.38
62969.0,45.4,45.4
63611.0,39.8,39.8
64979.0,2.33,2.33
62994.0,50.0,50.0
74663.0,37.1,37.1
64986.0,56.2,56.2
63029.0,43.5,43.5
61791.0,38.3,38.3
134757.0,4.15,4.15
63338.0,48.0,48.0
48468.0,48.6,48.6
77623.0,1.85,1.85
63387.0,45.3,45.3
70804.0,45.5,45.5
75190.0,3.71,3.71
63585.0,60.0,60.0
53076.0,62.8,62.8
57431.0,1.97,1.97
63998.0,47.3,47.3
56734.0,45.2,45.2
55173.0,3.62,3.62
64039.0,51.5,51.5
70369.0,44.1,44.1
45703.0,2.76,2.76
64090.0,52.9,52.9
36376.0,59.9,59.9
77242.0,5.0,5.0
64587.0,43.7,43.7
63649.0,43.5,43.5
110117.0,1.67,1.67
64853.0,42.3,42.3
63645.0,42.3,42.3
63947.0,4.08,4.08
64917.0,42.9,42.9
53244.0,43.3,43.3
61577.0,3.28,3.28
64920.0,44.9,44.9
60142.0,43.0,43.0
22847.0,4.03,4.03
65106.0,42.5,42.5
49250.0,3.77,3.77
66455.0,54.1,54.1
38489.0,58.8,58.8
64133.0,4.91,4.91
66521.0,43.0,43.0
54761.0,44.9,44.9
61808.0,56.2,56.2
66780.0,46.8,46.8
62214.0,46.9,46.9
62799.0,2.05,2.05
66898.0,46.4,46.4
60377.0,42.3,42.3
67061.0,44.9,44.9
118049.0,4.89,4.89
67191.0,53.5,53.5
69139.0,46.7,46.7
61131.0,2.14,2.14
69717.0,1.11,1.11
67471.0,36.3,36.3
104587.0,13.0,13.0
65256.0,2.25,2.25
67647.0,40.6,40.6
56877.0,42.2,42.2
61051.0,3.47,3.47
56248.0,4.96,4.96
68525.0,44.0,44.0
69803.0,38.6,38.6
63396.0,1.26,1.26
68821.0,42.2,42.2
63074.0,39.3,39.3
60790.0,65.6,65.6
69168.0,42.9,42.9
65446.0,43.0,43.0
62273.0,2.19,2.19
69426.0,47.5,47.5
85352.0,36.1,36.1
67846.0,4.66,4.66
68485.0,1.43,1.43
70065.0,43.4,43.4
57590.0,45.3,45.3
68086.0,4.38,4.38
70311.0,43.3,43.3
70790.0,42.8,42.8
72877.0,3.91,3.91
70395.0,43.8,43.8
58693.0,45.2,45.2
83881.0,44.5,44.5
71047.0,44.5,44.5
75188.0,40.2,40.2
64346.0,3.74,3.74
71129.0,43.1,43.1
65071.0,38.4,38.4
67414.0,3.6,3.6
71215.0,37.8,37.8
149720.0,4.73,4.73
71388.0,43.5,43.5
61708.0,48.0,48.0
98577.0,4.41,4.41
71606.0,46.6,46.6
29633.0,2.53,2.53
71872.0,43.3,43.3
63949.0,4.59,4.59
72868.0,43.5,43.5
57950.0,48.6,48.6
76175.0,2.0,2.0
72906.0,58.9,58.9
35836.0,63.5,63.5
80757.0,3.7,3.7
72907.0,48.7,48.7
57770.0,48.7,48.7
88607.0,2.64,2.64
73121.0,44.5,44.5
31823.0,61.3,61.3
70612.0,3.97,3.97
73842.0,1.1,1.1
73340.0,41.3,41.3
68635.0,36.6,36.6
66831.0,3.94,3.94
73668.0,42.8,42.8
72200.0,33.4,33.4
68802.0,2.96,2.96
73747.0,37.4,37.4
58824.0,41.5,41.5
118207.0,1.65,1.65
74131.0,38.8,38.8
73433.0,39.8,39.8
94951.0,1.88,1.88
74297.0,44.0,44.0
73737.0,38.5,38.5
69540.0,60.0,60.0
74793.0,39.3,39.3
68064.0,35.0,35.0
64761.0,1.7,1.7
74795.0,42.1,42.1
68032.0,38.4,38.4
104395.0,1.95,1.95
74941.0,35.8,35.8
55175.0,49.5,49.5
66073.0,62.5,62.5
75215.0,43.3,43.3
69793.0,39.4,39.4
132536.0,4.93,4.93
75244.0,45.1,45.1
68514.0,41.1,41.1
66567.0,4.15,4.15
75264.0,43.9,43.9
70049.0,47.6,47.6
48272.0,1.37,1.37
75281.0,58.8,58.8
29286.0,66.1,66.1
70310.0,4.9,4.9
75690.0,42.2,42.2
61374.0,41.0,41.0
74367.0,38.8,38.8
75899.0,43.0,43.0
86539.0,29.8,29.8
74438.0,3.13,3.13
76997.0,38.8,38.8
69314.0,34.0,34.0
60874.0,2.96,2.96
81176.0,3.38,3.38
77041.0,43.1,43.1
116339.0,25.1,25.1
72919.0,3.84,3.84
77146.0,38.6,38.6
67190.0,37.8,37.8
47646.0,68.8,68.8
77488.0,41.9,41.9
86528.0,39.8,39.8
131606.0,2.18,2.18
77578.0,41.6,41.6
72629.0,42.8,42.8
145213.0,63.8,63.8
77863.0,43.9,43.9
74467.0,1.91,1.91
78494.0,38.2,38.2
71005.0,35.3,35.3
105532.0,1.15,1.15
78504.0,41.3,41.3
57304.0,41.7,41.7
74549.0,1.21,1.21
78550.0,41.8,41.8
75914.0,35.6,35.6
108210.0,2.77,2.77
78624.0,38.5,38.5
75979.0,4.21,4.21
78892.0,36.2,36.2
60072.0,44.9,44.9
71038.0,2.08,2.08
78993.0,43.5,43.5
92381.0,31.2,31.2
77820.0,62.8,62.8
95258.0,1.03,1.03
106921.0,3.04,3.04
79330.0,42.4,42.4
57048.0,45.4,45.4
111931.0,1.33,1.33
79459.0,38.9,38.9
78312.0,34.5,34.5
71272.0,1.31,1.31
84522.0,2.68,2.68
84373.0,2.13,2.13
79977.0,37.2,37.2
75327.0,32.9,32.9
95043.0,2.08,2.08
80596.0,39.5,39.5
70813.0,43.4,43.4
74547.0,3.46,3.46
82242.0,35.0,35.0
69714.0,36.6,36.6
87117.0,2.89,2.89
82481.0,46.3,46.3
68653.0,45.6,45.6
70072.0,4.62,4.62
82667.0,38.3,38.3
83143.0,1.25,1.25
83341.0,33.4,33.4
75750.0,34.0,34.0
134903.0,1.91,1.91
83763.0,38.8,38.8
72904.0,36.0,36.0
82550.0,3.44,3.44
96121.0,4.29,4.29
84394.0,49.2,49.2
64950.0,52.3,52.3
91840.0,4.11,4.11
151357.0,2.98,2.98
84900.0,41.2,41.2
69229.0,39.1,39.1
114352.0,3.4,3.4
85144.0,43.0,43.0
76674.0,44.8,44.8
140332.0,41.0,41.0
86232.0,45.8,45.8
78500.0,45.1,45.1
96006.0,2.08,2.08
86280.0,32.0,32.0
72289.0,31.8,31.8
101848.0,1.32,1.32
86283.0,32.1,32.1
101488.0,33.1,33.1
79016.0,1.3,1.3
86588.0,33.8,33.8
78915.0,28.1,28.1
98275.0,4.06,4.06
87922.0,30.1,30.1
91044.0,24.7,24.7
120046.0,4.37,4.37
88049.0,38.1,38.1
69769.0,40.4,40.4
85020.0,1.5,1.5
88181.0,32.5,32.5
77834.0,31.6,31.6
141909.0,1.06,1.06
88299.0,31.3,31.3
119009.0,15.5,15.5
149637.0,1.28,1.28
88942.0,41.8,41.8
71700.0,54.1,54.1
70613.0,3.28,3.28
89005.0,45.4,45.4
92465.0,4.58,4.58
89049.0,47.2,47.2
54290.0,61.2,61.2
83385.0,4.07,4.07
89515.0,33.3,33.3
84205.0,26.0,26.0
88726.0,4.33,4.33
89645.0,29.4,29.4
85291.0,25.4,25.4
88439.0,2.46,2.46
90248.0,44.0,44.0
58759.0,53.5,53.5
85104.0,43.6,43.6
90542.0,32.8,32.8
84544.0,29.0,29.0
99025.0,1.26,1.26
99511.0,19.5,19.5
91515.0,36.5,36.5
113307.0,15.0,15.0
48814.0,1.06,1.06
91934.0,35.8,35.8
80632.0,27.1,27.1
90098.0,3.09,3.09
92624.0,37.5,37.5
100810.0,27.6,27.6
85592.0,2.87,2.87
92841.0,32.4,32.4
103253.0,25.8,25.8
96776.0,71.2,71.2
92891.0,33.4,33.4
84787.0,30.4,30.4
47796.0,56.0,56.0
88034.0,3.65,3.65
93382.0,28.0,28.0
86518.0,24.3,24.3
98345.0,4.45,4.45
94870.0,33.8,33.8
105182.0,24.3,24.3
150548.0,2.76,2.76
95519.0,30.9,30.9
99137.0,25.8,25.8
98284.0,3.75,3.75
133882.0,3.0,3.0
97101.0,34.0,34.0
88466.0,28.7,28.7
88158.0,1.52,1.52
97144.0,29.1,29.1
82312.0,33.5,33.5
95752.0,1.24,1.24
97433.0,26.6,26.6
84264.0,26.3,26.3
56940.0,2.63,2.63
97705.0,19.5,19.5
148829.0,3.66,3.66
97765.0,33.7,33.7
100935.0,38.8,38.8
97869.0,27.0,27.0
102110.0,17.7,17.7
109372.0,4.73,4.73
98412.0,42.4,42.4
65877.0,53.8,53.8
110782.0,4.06,4.06
98731.0,21.8,21.8
100935.0,11.6,11.6
100994.0,1.28,1.28
98892.0,24.6,24.6
81875.0,29.2,29.2
124334.0,2.52,2.52
99511.0,24.4,24.4
107520.0,3.24,3.24
99954.0,27.3,27.3
79932.0,32.3,32.3
115657.0,2.58,2.58
99985.0,51.3,51.3
50025.0,57.9,57.9
99550.0,4.3,4.3
100539.0,28.0,28.0
88683.0,24.0,24.0
